sample;metabolite;derivative;isotopologue
062_O42.cdf;Hydroxyglutarate;2NPH;0
062_O42.cdf;Hydroxyglutarate;2NPH;1
062_O42.cdf;Hydroxyglutarate;2NPH;2
062_O42.cdf;Hydroxyglutarate;2NPH;3
062_O42.cdf;Hydroxyglutarate;2NPH;4
062_O42.cdf;Hydroxyglutarate;2NPH;5
062_O42.cdf;Oxalate;2NPH;0
062_O42.cdf;Oxalate;2NPH;1
062_O42.cdf;Oxalate;2NPH;2
062_O42.cdf;Itaconate;2NPH;0
062_O42.cdf;Itaconate;2NPH;1
062_O42.cdf;Itaconate;2NPH;2
062_O42.cdf;Itaconate;2NPH;3
062_O42.cdf;Itaconate;2NPH;4
062_O42.cdf;Itaconate;2NPH;5
063_O43.cdf;Lactate;NPH;0
063_O43.cdf;Lactate;NPH;1
063_O43.cdf;Lactate;NPH;2
063_O43.cdf;Lactate;NPH;3
063_O43.cdf;Pyruvate;2NPH;0
063_O43.cdf;Pyruvate;2NPH;1
063_O43.cdf;Pyruvate;2NPH;2
063_O43.cdf;Pyruvate;2NPH;3
063_O43.cdf;Fumarate;2NPH;0
063_O43.cdf;Fumarate;2NPH;1
063_O43.cdf;Fumarate;2NPH;2
063_O43.cdf;Fumarate;2NPH;3
063_O43.cdf;Fumarate;2NPH;4
063_O43.cdf;Succinate;2NPH;0
063_O43.cdf;Succinate;2NPH;1
063_O43.cdf;Succinate;2NPH;2
063_O43.cdf;Succinate;2NPH;3
063_O43.cdf;Succinate;2NPH;4
063_O43.cdf;Malate;2NPH;0
063_O43.cdf;Malate;2NPH;1
063_O43.cdf;Malate;2NPH;2
063_O43.cdf;Malate;2NPH;3
063_O43.cdf;Malate;2NPH;4
063_O43.cdf;Isocitrate;2NPH;0
063_O43.cdf;Isocitrate;2NPH;1
063_O43.cdf;Isocitrate;2NPH;2
063_O43.cdf;Isocitrate;2NPH;3
063_O43.cdf;Isocitrate;2NPH;4
063_O43.cdf;Isocitrate;2NPH;5
063_O43.cdf;Isocitrate;2NPH;6
063_O43.cdf;Citrate;2NPH;0
063_O43.cdf;Citrate;2NPH;1
063_O43.cdf;Citrate;2NPH;2
063_O43.cdf;Citrate;2NPH;3
063_O43.cdf;Citrate;2NPH;4
063_O43.cdf;Citrate;2NPH;5
063_O43.cdf;Citrate;2NPH;6
063_O43.cdf;Oxaloacetate;2NPH;0
063_O43.cdf;Oxaloacetate;2NPH;1
063_O43.cdf;Oxaloacetate;2NPH;2
063_O43.cdf;Oxaloacetate;2NPH;3
063_O43.cdf;Oxaloacetate;2NPH;4
063_O43.cdf;Oxoglutarate;3NPH;0
063_O43.cdf;Oxoglutarate;3NPH;1
063_O43.cdf;Oxoglutarate;3NPH;2
063_O43.cdf;Oxoglutarate;3NPH;3
063_O43.cdf;Oxoglutarate;3NPH;4
063_O43.cdf;Oxoglutarate;3NPH;5
063_O43.cdf;Aconitate;3NPH;0
063_O43.cdf;Aconitate;3NPH;1
063_O43.cdf;Aconitate;3NPH;2
063_O43.cdf;Aconitate;3NPH;3
063_O43.cdf;Aconitate;3NPH;4
063_O43.cdf;Aconitate;3NPH;5
063_O43.cdf;Aconitate;3NPH;6
063_O43.cdf;Glycerate;NPH;0
063_O43.cdf;Glycerate;NPH;1
063_O43.cdf;Glycerate;NPH;2
063_O43.cdf;Glycerate;NPH;3
063_O43.cdf;Glycolate;NPH;0
063_O43.cdf;Glycolate;NPH;1
063_O43.cdf;Glycolate;NPH;2
063_O43.cdf;Hydroxyglutarate;2NPH;0
063_O43.cdf;Hydroxyglutarate;2NPH;1
063_O43.cdf;Hydroxyglutarate;2NPH;2
063_O43.cdf;Hydroxyglutarate;2NPH;3
063_O43.cdf;Hydroxyglutarate;2NPH;4
063_O43.cdf;Hydroxyglutarate;2NPH;5
063_O43.cdf;Oxalate;2NPH;0
063_O43.cdf;Oxalate;2NPH;1
063_O43.cdf;Oxalate;2NPH;2
063_O43.cdf;Itaconate;2NPH;0
063_O43.cdf;Itaconate;2NPH;1
063_O43.cdf;Itaconate;2NPH;2
063_O43.cdf;Itaconate;2NPH;3
063_O43.cdf;Itaconate;2NPH;4
063_O43.cdf;Itaconate;2NPH;5
064_O44.cdf;Lactate;NPH;0
064_O44.cdf;Lactate;NPH;1
064_O44.cdf;Lactate;NPH;2
064_O44.cdf;Lactate;NPH;3
064_O44.cdf;Pyruvate;2NPH;0
064_O44.cdf;Pyruvate;2NPH;1
064_O44.cdf;Pyruvate;2NPH;2
064_O44.cdf;Pyruvate;2NPH;3
064_O44.cdf;Fumarate;2NPH;0
064_O44.cdf;Fumarate;2NPH;1
064_O44.cdf;Fumarate;2NPH;2
064_O44.cdf;Fumarate;2NPH;3
064_O44.cdf;Fumarate;2NPH;4
064_O44.cdf;Succinate;2NPH;0
064_O44.cdf;Succinate;2NPH;1
064_O44.cdf;Succinate;2NPH;2
064_O44.cdf;Succinate;2NPH;3
064_O44.cdf;Succinate;2NPH;4
064_O44.cdf;Malate;2NPH;0
064_O44.cdf;Malate;2NPH;1
064_O44.cdf;Malate;2NPH;2
064_O44.cdf;Malate;2NPH;3
064_O44.cdf;Malate;2NPH;4
064_O44.cdf;Isocitrate;2NPH;0
064_O44.cdf;Isocitrate;2NPH;1
064_O44.cdf;Isocitrate;2NPH;2
064_O44.cdf;Isocitrate;2NPH;3
064_O44.cdf;Isocitrate;2NPH;4
064_O44.cdf;Isocitrate;2NPH;5
064_O44.cdf;Isocitrate;2NPH;6
064_O44.cdf;Citrate;2NPH;0
064_O44.cdf;Citrate;2NPH;1
064_O44.cdf;Citrate;2NPH;2
064_O44.cdf;Citrate;2NPH;3
064_O44.cdf;Citrate;2NPH;4
064_O44.cdf;Citrate;2NPH;5
064_O44.cdf;Citrate;2NPH;6
064_O44.cdf;Oxaloacetate;2NPH;0
064_O44.cdf;Oxaloacetate;2NPH;1
064_O44.cdf;Oxaloacetate;2NPH;2
064_O44.cdf;Oxaloacetate;2NPH;3
064_O44.cdf;Oxaloacetate;2NPH;4
064_O44.cdf;Oxoglutarate;3NPH;0
064_O44.cdf;Oxoglutarate;3NPH;1
064_O44.cdf;Oxoglutarate;3NPH;2
064_O44.cdf;Oxoglutarate;3NPH;3
064_O44.cdf;Oxoglutarate;3NPH;4
064_O44.cdf;Oxoglutarate;3NPH;5
064_O44.cdf;Aconitate;3NPH;0
064_O44.cdf;Aconitate;3NPH;1
064_O44.cdf;Aconitate;3NPH;2
064_O44.cdf;Aconitate;3NPH;3
064_O44.cdf;Aconitate;3NPH;4
064_O44.cdf;Aconitate;3NPH;5
064_O44.cdf;Aconitate;3NPH;6
064_O44.cdf;Glycerate;NPH;0
064_O44.cdf;Glycerate;NPH;1
064_O44.cdf;Glycerate;NPH;2
064_O44.cdf;Glycerate;NPH;3
064_O44.cdf;Glycolate;NPH;0
064_O44.cdf;Glycolate;NPH;1
064_O44.cdf;Glycolate;NPH;2
064_O44.cdf;Hydroxyglutarate;2NPH;0
064_O44.cdf;Hydroxyglutarate;2NPH;1
064_O44.cdf;Hydroxyglutarate;2NPH;2
064_O44.cdf;Hydroxyglutarate;2NPH;3
064_O44.cdf;Hydroxyglutarate;2NPH;4
064_O44.cdf;Hydroxyglutarate;2NPH;5
064_O44.cdf;Oxalate;2NPH;0
064_O44.cdf;Oxalate;2NPH;1
064_O44.cdf;Oxalate;2NPH;2
064_O44.cdf;Itaconate;2NPH;0
064_O44.cdf;Itaconate;2NPH;1
064_O44.cdf;Itaconate;2NPH;2
064_O44.cdf;Itaconate;2NPH;3
064_O44.cdf;Itaconate;2NPH;4
064_O44.cdf;Itaconate;2NPH;5
065_O45.cdf;Lactate;NPH;0
065_O45.cdf;Lactate;NPH;1
065_O45.cdf;Lactate;NPH;2
065_O45.cdf;Lactate;NPH;3
065_O45.cdf;Pyruvate;2NPH;0
065_O45.cdf;Pyruvate;2NPH;1
065_O45.cdf;Pyruvate;2NPH;2
065_O45.cdf;Pyruvate;2NPH;3
065_O45.cdf;Fumarate;2NPH;0
065_O45.cdf;Fumarate;2NPH;1
065_O45.cdf;Fumarate;2NPH;2
065_O45.cdf;Fumarate;2NPH;3
065_O45.cdf;Fumarate;2NPH;4
065_O45.cdf;Succinate;2NPH;0
065_O45.cdf;Succinate;2NPH;1
065_O45.cdf;Succinate;2NPH;2
065_O45.cdf;Succinate;2NPH;3
065_O45.cdf;Succinate;2NPH;4
065_O45.cdf;Malate;2NPH;0
065_O45.cdf;Malate;2NPH;1
065_O45.cdf;Malate;2NPH;2
065_O45.cdf;Malate;2NPH;3
065_O45.cdf;Malate;2NPH;4
065_O45.cdf;Isocitrate;2NPH;0
065_O45.cdf;Isocitrate;2NPH;1
065_O45.cdf;Isocitrate;2NPH;2
065_O45.cdf;Isocitrate;2NPH;3
065_O45.cdf;Isocitrate;2NPH;4
065_O45.cdf;Isocitrate;2NPH;5
065_O45.cdf;Isocitrate;2NPH;6
065_O45.cdf;Citrate;2NPH;0
065_O45.cdf;Citrate;2NPH;1
065_O45.cdf;Citrate;2NPH;2
065_O45.cdf;Citrate;2NPH;3
065_O45.cdf;Citrate;2NPH;4
065_O45.cdf;Citrate;2NPH;5
065_O45.cdf;Citrate;2NPH;6
065_O45.cdf;Oxaloacetate;2NPH;0
065_O45.cdf;Oxaloacetate;2NPH;1
065_O45.cdf;Oxaloacetate;2NPH;2
065_O45.cdf;Oxaloacetate;2NPH;3
065_O45.cdf;Oxaloacetate;2NPH;4
065_O45.cdf;Oxoglutarate;3NPH;0
065_O45.cdf;Oxoglutarate;3NPH;1
065_O45.cdf;Oxoglutarate;3NPH;2
065_O45.cdf;Oxoglutarate;3NPH;3
065_O45.cdf;Oxoglutarate;3NPH;4
065_O45.cdf;Oxoglutarate;3NPH;5
065_O45.cdf;Aconitate;3NPH;0
065_O45.cdf;Aconitate;3NPH;1
065_O45.cdf;Aconitate;3NPH;2
065_O45.cdf;Aconitate;3NPH;3
065_O45.cdf;Aconitate;3NPH;4
065_O45.cdf;Aconitate;3NPH;5
065_O45.cdf;Aconitate;3NPH;6
065_O45.cdf;Glycerate;NPH;0
065_O45.cdf;Glycerate;NPH;1
065_O45.cdf;Glycerate;NPH;2
065_O45.cdf;Glycerate;NPH;3
065_O45.cdf;Glycolate;NPH;0
065_O45.cdf;Glycolate;NPH;1
065_O45.cdf;Glycolate;NPH;2
065_O45.cdf;Hydroxyglutarate;2NPH;0
065_O45.cdf;Hydroxyglutarate;2NPH;1
065_O45.cdf;Hydroxyglutarate;2NPH;2
065_O45.cdf;Hydroxyglutarate;2NPH;3
065_O45.cdf;Hydroxyglutarate;2NPH;4
065_O45.cdf;Hydroxyglutarate;2NPH;5
065_O45.cdf;Oxalate;2NPH;0
065_O45.cdf;Oxalate;2NPH;1
065_O45.cdf;Oxalate;2NPH;2
065_O45.cdf;Itaconate;2NPH;0
065_O45.cdf;Itaconate;2NPH;1
065_O45.cdf;Itaconate;2NPH;2
065_O45.cdf;Itaconate;2NPH;3
065_O45.cdf;Itaconate;2NPH;4
065_O45.cdf;Itaconate;2NPH;5
066_O46.cdf;Lactate;NPH;0
066_O46.cdf;Lactate;NPH;1
066_O46.cdf;Lactate;NPH;2
066_O46.cdf;Lactate;NPH;3
066_O46.cdf;Pyruvate;2NPH;0
066_O46.cdf;Pyruvate;2NPH;1
066_O46.cdf;Pyruvate;2NPH;2
066_O46.cdf;Pyruvate;2NPH;3
066_O46.cdf;Fumarate;2NPH;0
066_O46.cdf;Fumarate;2NPH;1
066_O46.cdf;Fumarate;2NPH;2
066_O46.cdf;Fumarate;2NPH;3
066_O46.cdf;Fumarate;2NPH;4
066_O46.cdf;Succinate;2NPH;0
066_O46.cdf;Succinate;2NPH;1
066_O46.cdf;Succinate;2NPH;2
066_O46.cdf;Succinate;2NPH;3
066_O46.cdf;Succinate;2NPH;4
066_O46.cdf;Malate;2NPH;0
066_O46.cdf;Malate;2NPH;1
066_O46.cdf;Malate;2NPH;2
066_O46.cdf;Malate;2NPH;3
066_O46.cdf;Malate;2NPH;4
066_O46.cdf;Isocitrate;2NPH;0
066_O46.cdf;Isocitrate;2NPH;1
066_O46.cdf;Isocitrate;2NPH;2
066_O46.cdf;Isocitrate;2NPH;3
066_O46.cdf;Isocitrate;2NPH;4
066_O46.cdf;Isocitrate;2NPH;5
066_O46.cdf;Isocitrate;2NPH;6
066_O46.cdf;Citrate;2NPH;0
066_O46.cdf;Citrate;2NPH;1
066_O46.cdf;Citrate;2NPH;2
066_O46.cdf;Citrate;2NPH;3
066_O46.cdf;Citrate;2NPH;4
066_O46.cdf;Citrate;2NPH;5
066_O46.cdf;Citrate;2NPH;6
066_O46.cdf;Oxaloacetate;2NPH;0
066_O46.cdf;Oxaloacetate;2NPH;1
066_O46.cdf;Oxaloacetate;2NPH;2
066_O46.cdf;Oxaloacetate;2NPH;3
066_O46.cdf;Oxaloacetate;2NPH;4
066_O46.cdf;Oxoglutarate;3NPH;0
066_O46.cdf;Oxoglutarate;3NPH;1
066_O46.cdf;Oxoglutarate;3NPH;2
066_O46.cdf;Oxoglutarate;3NPH;3
066_O46.cdf;Oxoglutarate;3NPH;4
066_O46.cdf;Oxoglutarate;3NPH;5
066_O46.cdf;Aconitate;3NPH;0
066_O46.cdf;Aconitate;3NPH;1
066_O46.cdf;Aconitate;3NPH;2
066_O46.cdf;Aconitate;3NPH;3
066_O46.cdf;Aconitate;3NPH;4
066_O46.cdf;Aconitate;3NPH;5
066_O46.cdf;Aconitate;3NPH;6
066_O46.cdf;Glycerate;NPH;0
066_O46.cdf;Glycerate;NPH;1
066_O46.cdf;Glycerate;NPH;2
066_O46.cdf;Glycerate;NPH;3
066_O46.cdf;Glycolate;NPH;0
066_O46.cdf;Glycolate;NPH;1
066_O46.cdf;Glycolate;NPH;2
066_O46.cdf;Hydroxyglutarate;2NPH;0
066_O46.cdf;Hydroxyglutarate;2NPH;1
066_O46.cdf;Hydroxyglutarate;2NPH;2
066_O46.cdf;Hydroxyglutarate;2NPH;3
066_O46.cdf;Hydroxyglutarate;2NPH;4
066_O46.cdf;Hydroxyglutarate;2NPH;5
066_O46.cdf;Oxalate;2NPH;0
066_O46.cdf;Oxalate;2NPH;1
066_O46.cdf;Oxalate;2NPH;2
066_O46.cdf;Itaconate;2NPH;0
066_O46.cdf;Itaconate;2NPH;1
066_O46.cdf;Itaconate;2NPH;2
066_O46.cdf;Itaconate;2NPH;3
066_O46.cdf;Itaconate;2NPH;4
066_O46.cdf;Itaconate;2NPH;5
067_O47.cdf;Lactate;NPH;0
067_O47.cdf;Lactate;NPH;1
067_O47.cdf;Lactate;NPH;2
067_O47.cdf;Lactate;NPH;3
067_O47.cdf;Pyruvate;2NPH;0
067_O47.cdf;Pyruvate;2NPH;1
067_O47.cdf;Pyruvate;2NPH;2
067_O47.cdf;Pyruvate;2NPH;3
067_O47.cdf;Fumarate;2NPH;0
067_O47.cdf;Fumarate;2NPH;1
067_O47.cdf;Fumarate;2NPH;2
067_O47.cdf;Fumarate;2NPH;3
067_O47.cdf;Fumarate;2NPH;4
067_O47.cdf;Succinate;2NPH;0
067_O47.cdf;Succinate;2NPH;1
067_O47.cdf;Succinate;2NPH;2
067_O47.cdf;Succinate;2NPH;3
067_O47.cdf;Succinate;2NPH;4
067_O47.cdf;Malate;2NPH;0
067_O47.cdf;Malate;2NPH;1
067_O47.cdf;Malate;2NPH;2
067_O47.cdf;Malate;2NPH;3
067_O47.cdf;Malate;2NPH;4
067_O47.cdf;Isocitrate;2NPH;0
067_O47.cdf;Isocitrate;2NPH;1
067_O47.cdf;Isocitrate;2NPH;2
067_O47.cdf;Isocitrate;2NPH;3
067_O47.cdf;Isocitrate;2NPH;4
067_O47.cdf;Isocitrate;2NPH;5
067_O47.cdf;Isocitrate;2NPH;6
067_O47.cdf;Citrate;2NPH;0
067_O47.cdf;Citrate;2NPH;1
067_O47.cdf;Citrate;2NPH;2
067_O47.cdf;Citrate;2NPH;3
067_O47.cdf;Citrate;2NPH;4
067_O47.cdf;Citrate;2NPH;5
067_O47.cdf;Citrate;2NPH;6
067_O47.cdf;Oxaloacetate;2NPH;0
067_O47.cdf;Oxaloacetate;2NPH;1
067_O47.cdf;Oxaloacetate;2NPH;2
067_O47.cdf;Oxaloacetate;2NPH;3
067_O47.cdf;Oxaloacetate;2NPH;4
067_O47.cdf;Oxoglutarate;3NPH;0
067_O47.cdf;Oxoglutarate;3NPH;1
067_O47.cdf;Oxoglutarate;3NPH;2
067_O47.cdf;Oxoglutarate;3NPH;3
067_O47.cdf;Oxoglutarate;3NPH;4
067_O47.cdf;Oxoglutarate;3NPH;5
067_O47.cdf;Aconitate;3NPH;0
067_O47.cdf;Aconitate;3NPH;1
067_O47.cdf;Aconitate;3NPH;2
067_O47.cdf;Aconitate;3NPH;3
067_O47.cdf;Aconitate;3NPH;4
067_O47.cdf;Aconitate;3NPH;5
067_O47.cdf;Aconitate;3NPH;6
067_O47.cdf;Glycerate;NPH;0
067_O47.cdf;Glycerate;NPH;1
067_O47.cdf;Glycerate;NPH;2
067_O47.cdf;Glycerate;NPH;3
067_O47.cdf;Glycolate;NPH;0
067_O47.cdf;Glycolate;NPH;1
067_O47.cdf;Glycolate;NPH;2
067_O47.cdf;Hydroxyglutarate;2NPH;0
067_O47.cdf;Hydroxyglutarate;2NPH;1
067_O47.cdf;Hydroxyglutarate;2NPH;2
067_O47.cdf;Hydroxyglutarate;2NPH;3
067_O47.cdf;Hydroxyglutarate;2NPH;4
067_O47.cdf;Hydroxyglutarate;2NPH;5
067_O47.cdf;Oxalate;2NPH;0
067_O47.cdf;Oxalate;2NPH;1
067_O47.cdf;Oxalate;2NPH;2
067_O47.cdf;Itaconate;2NPH;0
067_O47.cdf;Itaconate;2NPH;1
067_O47.cdf;Itaconate;2NPH;2
067_O47.cdf;Itaconate;2NPH;3
067_O47.cdf;Itaconate;2NPH;4
067_O47.cdf;Itaconate;2NPH;5
068_O48.cdf;Lactate;NPH;0
068_O48.cdf;Lactate;NPH;1
068_O48.cdf;Lactate;NPH;2
068_O48.cdf;Lactate;NPH;3
068_O48.cdf;Pyruvate;2NPH;0
068_O48.cdf;Pyruvate;2NPH;1
068_O48.cdf;Pyruvate;2NPH;2
068_O48.cdf;Pyruvate;2NPH;3
068_O48.cdf;Fumarate;2NPH;0
068_O48.cdf;Fumarate;2NPH;1
068_O48.cdf;Fumarate;2NPH;2
068_O48.cdf;Fumarate;2NPH;3
068_O48.cdf;Fumarate;2NPH;4
068_O48.cdf;Succinate;2NPH;0
068_O48.cdf;Succinate;2NPH;1
068_O48.cdf;Succinate;2NPH;2
068_O48.cdf;Succinate;2NPH;3
068_O48.cdf;Succinate;2NPH;4
068_O48.cdf;Malate;2NPH;0
068_O48.cdf;Malate;2NPH;1
068_O48.cdf;Malate;2NPH;2
068_O48.cdf;Malate;2NPH;3
068_O48.cdf;Malate;2NPH;4
068_O48.cdf;Isocitrate;2NPH;0
068_O48.cdf;Isocitrate;2NPH;1
068_O48.cdf;Isocitrate;2NPH;2
068_O48.cdf;Isocitrate;2NPH;3
068_O48.cdf;Isocitrate;2NPH;4
068_O48.cdf;Isocitrate;2NPH;5
068_O48.cdf;Isocitrate;2NPH;6
068_O48.cdf;Citrate;2NPH;0
068_O48.cdf;Citrate;2NPH;1
068_O48.cdf;Citrate;2NPH;2
068_O48.cdf;Citrate;2NPH;3
068_O48.cdf;Citrate;2NPH;4
068_O48.cdf;Citrate;2NPH;5
068_O48.cdf;Citrate;2NPH;6
068_O48.cdf;Oxaloacetate;2NPH;0
068_O48.cdf;Oxaloacetate;2NPH;1
068_O48.cdf;Oxaloacetate;2NPH;2
068_O48.cdf;Oxaloacetate;2NPH;3
068_O48.cdf;Oxaloacetate;2NPH;4
068_O48.cdf;Oxoglutarate;3NPH;0
068_O48.cdf;Oxoglutarate;3NPH;1
068_O48.cdf;Oxoglutarate;3NPH;2
068_O48.cdf;Oxoglutarate;3NPH;3
068_O48.cdf;Oxoglutarate;3NPH;4
068_O48.cdf;Oxoglutarate;3NPH;5
068_O48.cdf;Aconitate;3NPH;0
068_O48.cdf;Aconitate;3NPH;1
068_O48.cdf;Aconitate;3NPH;2
068_O48.cdf;Aconitate;3NPH;3
068_O48.cdf;Aconitate;3NPH;4
068_O48.cdf;Aconitate;3NPH;5
068_O48.cdf;Aconitate;3NPH;6
068_O48.cdf;Glycerate;NPH;0
068_O48.cdf;Glycerate;NPH;1
068_O48.cdf;Glycerate;NPH;2
068_O48.cdf;Glycerate;NPH;3
068_O48.cdf;Glycolate;NPH;0
068_O48.cdf;Glycolate;NPH;1
068_O48.cdf;Glycolate;NPH;2
068_O48.cdf;Hydroxyglutarate;2NPH;0
068_O48.cdf;Hydroxyglutarate;2NPH;1
068_O48.cdf;Hydroxyglutarate;2NPH;2
068_O48.cdf;Hydroxyglutarate;2NPH;3
068_O48.cdf;Hydroxyglutarate;2NPH;4
068_O48.cdf;Hydroxyglutarate;2NPH;5
068_O48.cdf;Oxalate;2NPH;0
068_O48.cdf;Oxalate;2NPH;1
068_O48.cdf;Oxalate;2NPH;2
068_O48.cdf;Itaconate;2NPH;0
068_O48.cdf;Itaconate;2NPH;1
068_O48.cdf;Itaconate;2NPH;2
068_O48.cdf;Itaconate;2NPH;3
068_O48.cdf;Itaconate;2NPH;4
068_O48.cdf;Itaconate;2NPH;5
069_O49.cdf;Lactate;NPH;0
069_O49.cdf;Lactate;NPH;1
069_O49.cdf;Lactate;NPH;2
069_O49.cdf;Lactate;NPH;3
069_O49.cdf;Pyruvate;2NPH;0
069_O49.cdf;Pyruvate;2NPH;1
069_O49.cdf;Pyruvate;2NPH;2
069_O49.cdf;Pyruvate;2NPH;3
069_O49.cdf;Fumarate;2NPH;0
069_O49.cdf;Fumarate;2NPH;1
069_O49.cdf;Fumarate;2NPH;2
069_O49.cdf;Fumarate;2NPH;3
069_O49.cdf;Fumarate;2NPH;4
069_O49.cdf;Succinate;2NPH;0
069_O49.cdf;Succinate;2NPH;1
069_O49.cdf;Succinate;2NPH;2
069_O49.cdf;Succinate;2NPH;3
069_O49.cdf;Succinate;2NPH;4
069_O49.cdf;Malate;2NPH;0
069_O49.cdf;Malate;2NPH;1
069_O49.cdf;Malate;2NPH;2
069_O49.cdf;Malate;2NPH;3
069_O49.cdf;Malate;2NPH;4
069_O49.cdf;Isocitrate;2NPH;0
069_O49.cdf;Isocitrate;2NPH;1
069_O49.cdf;Isocitrate;2NPH;2
069_O49.cdf;Isocitrate;2NPH;3
069_O49.cdf;Isocitrate;2NPH;4
069_O49.cdf;Isocitrate;2NPH;5
069_O49.cdf;Isocitrate;2NPH;6
069_O49.cdf;Citrate;2NPH;0
069_O49.cdf;Citrate;2NPH;1
069_O49.cdf;Citrate;2NPH;2
069_O49.cdf;Citrate;2NPH;3
069_O49.cdf;Citrate;2NPH;4
069_O49.cdf;Citrate;2NPH;5
069_O49.cdf;Citrate;2NPH;6
069_O49.cdf;Oxaloacetate;2NPH;0
069_O49.cdf;Oxaloacetate;2NPH;1
069_O49.cdf;Oxaloacetate;2NPH;2
069_O49.cdf;Oxaloacetate;2NPH;3
069_O49.cdf;Oxaloacetate;2NPH;4
069_O49.cdf;Oxoglutarate;3NPH;0
069_O49.cdf;Oxoglutarate;3NPH;1
069_O49.cdf;Oxoglutarate;3NPH;2
069_O49.cdf;Oxoglutarate;3NPH;3
069_O49.cdf;Oxoglutarate;3NPH;4
069_O49.cdf;Oxoglutarate;3NPH;5
069_O49.cdf;Aconitate;3NPH;0
069_O49.cdf;Aconitate;3NPH;1
069_O49.cdf;Aconitate;3NPH;2
069_O49.cdf;Aconitate;3NPH;3
069_O49.cdf;Aconitate;3NPH;4
069_O49.cdf;Aconitate;3NPH;5
069_O49.cdf;Aconitate;3NPH;6
069_O49.cdf;Glycerate;NPH;0
069_O49.cdf;Glycerate;NPH;1
069_O49.cdf;Glycerate;NPH;2
069_O49.cdf;Glycerate;NPH;3
069_O49.cdf;Glycolate;NPH;0
069_O49.cdf;Glycolate;NPH;1
069_O49.cdf;Glycolate;NPH;2
069_O49.cdf;Hydroxyglutarate;2NPH;0
069_O49.cdf;Hydroxyglutarate;2NPH;1
069_O49.cdf;Hydroxyglutarate;2NPH;2
069_O49.cdf;Hydroxyglutarate;2NPH;3
069_O49.cdf;Hydroxyglutarate;2NPH;4
069_O49.cdf;Hydroxyglutarate;2NPH;5
069_O49.cdf;Oxalate;2NPH;0
069_O49.cdf;Oxalate;2NPH;1
069_O49.cdf;Oxalate;2NPH;2
069_O49.cdf;Itaconate;2NPH;0
069_O49.cdf;Itaconate;2NPH;1
069_O49.cdf;Itaconate;2NPH;2
069_O49.cdf;Itaconate;2NPH;3
069_O49.cdf;Itaconate;2NPH;4
069_O49.cdf;Itaconate;2NPH;5
022_O5.cdf;Lactate;NPH;0
022_O5.cdf;Lactate;NPH;1
022_O5.cdf;Lactate;NPH;2
022_O5.cdf;Lactate;NPH;3
022_O5.cdf;Pyruvate;2NPH;0
022_O5.cdf;Pyruvate;2NPH;1
022_O5.cdf;Pyruvate;2NPH;2
022_O5.cdf;Pyruvate;2NPH;3
022_O5.cdf;Fumarate;2NPH;0
022_O5.cdf;Fumarate;2NPH;1
022_O5.cdf;Fumarate;2NPH;2
022_O5.cdf;Fumarate;2NPH;3
022_O5.cdf;Fumarate;2NPH;4
022_O5.cdf;Succinate;2NPH;0
022_O5.cdf;Succinate;2NPH;1
022_O5.cdf;Succinate;2NPH;2
022_O5.cdf;Succinate;2NPH;3
022_O5.cdf;Succinate;2NPH;4
022_O5.cdf;Malate;2NPH;0
022_O5.cdf;Malate;2NPH;1
022_O5.cdf;Malate;2NPH;2
022_O5.cdf;Malate;2NPH;3
022_O5.cdf;Malate;2NPH;4
022_O5.cdf;Isocitrate;2NPH;0
022_O5.cdf;Isocitrate;2NPH;1
022_O5.cdf;Isocitrate;2NPH;2
022_O5.cdf;Isocitrate;2NPH;3
022_O5.cdf;Isocitrate;2NPH;4
022_O5.cdf;Isocitrate;2NPH;5
022_O5.cdf;Isocitrate;2NPH;6
022_O5.cdf;Citrate;2NPH;0
022_O5.cdf;Citrate;2NPH;1
022_O5.cdf;Citrate;2NPH;2
022_O5.cdf;Citrate;2NPH;3
022_O5.cdf;Citrate;2NPH;4
022_O5.cdf;Citrate;2NPH;5
022_O5.cdf;Citrate;2NPH;6
022_O5.cdf;Oxaloacetate;2NPH;0
022_O5.cdf;Oxaloacetate;2NPH;1
022_O5.cdf;Oxaloacetate;2NPH;2
022_O5.cdf;Oxaloacetate;2NPH;3
022_O5.cdf;Oxaloacetate;2NPH;4
022_O5.cdf;Oxoglutarate;3NPH;0
022_O5.cdf;Oxoglutarate;3NPH;1
022_O5.cdf;Oxoglutarate;3NPH;2
022_O5.cdf;Oxoglutarate;3NPH;3
022_O5.cdf;Oxoglutarate;3NPH;4
022_O5.cdf;Oxoglutarate;3NPH;5
022_O5.cdf;Aconitate;3NPH;0
022_O5.cdf;Aconitate;3NPH;1
022_O5.cdf;Aconitate;3NPH;2
022_O5.cdf;Aconitate;3NPH;3
022_O5.cdf;Aconitate;3NPH;4
022_O5.cdf;Aconitate;3NPH;5
022_O5.cdf;Aconitate;3NPH;6
022_O5.cdf;Glycerate;NPH;0
022_O5.cdf;Glycerate;NPH;1
022_O5.cdf;Glycerate;NPH;2
022_O5.cdf;Glycerate;NPH;3
022_O5.cdf;Glycolate;NPH;0
022_O5.cdf;Glycolate;NPH;1
022_O5.cdf;Glycolate;NPH;2
022_O5.cdf;Hydroxyglutarate;2NPH;0
022_O5.cdf;Hydroxyglutarate;2NPH;1
022_O5.cdf;Hydroxyglutarate;2NPH;2
022_O5.cdf;Hydroxyglutarate;2NPH;3
