metabolite;Time;Labeling;Treatment;N;mean;sd;se
322;Methionine;30;U;C;5;0.0073855472140685;0.000625426092944681;0.000279699051745282
323;Methionine;30;U;Fe;5;0.00599379847747917;0.00125071887380325;0.000559338484513211
324;Methionine;30;U;P;5;0.00642076358650408;0.00152834878534486;0.00068349835547207
325;Methionine;60;L;C;5;0.00475230545995509;0.00181314139035684;0.000810861480331274
326;Methionine;60;L;Fe;5;0.00615485345248232;0.0019226777941454;0.000859847649307694
327;Methionine;60;L;P;5;0.00612090450593636;0.00187449327369036;0.000838298876667552
328;Methionine;60;U;C;5;0.00650546388577062;0.00164363722581232;0.000735056913453105
329;Methionine;60;U;Fe;5;0.00667441514379413;0.00157094691813956;0.000702548819600772
330;Methionine;60;U;P;5;0.0080128129914715;0.000918848375768983;0.000410921485846943
331;Methionine;120;L;C;5;0.00488179741787991;0.00137897072851915;0.000616694457590246
332;Methionine;120;L;Fe;5;0.00434260892770321;0.00474115317585738;0.00212030815859122
333;Methionine;120;L;P;5;0.00741923474956822;0.00283850530550701;0.0012694181635215
334;Methionine;120;U;C;5;0.00715720499281838;0.00105226212300248;0.000470585927436357
335;Methionine;120;U;Fe;5;0.00286548295000019;0.00213540688232653;0.000954982989700605
336;Methionine;120;U;P;5;0.00752073808444965;0.000813802091672939;0.000363943359442442
337;Norvaline;15;L;C;5;0.0113861292822723;0.00120644802855967;0.000539539960636006
338;Norvaline;15;L;Fe;4;0.00997517729478521;0.00110522706297494;0.00055261353148747
339;Norvaline;15;L;P;5;0.0108016756287318;0.00103453243623483;0.000462656970469911
340;Norvaline;15;U;C;5;0.0121994103846591;0.00075475521551198;0.000337536793651458
341;Norvaline;15;U;Fe;5;0.0106101213351053;0.00265176902301008;0.00118590715921575
342;Norvaline;15;U;P;5;0.0111899313959339;0.00121550738678179;0.000543591428799442
343;Norvaline;30;L;C;5;0.0110388173572399;0.000749284813613493;0.000335090355549606
344;Norvaline;30;L;Fe;5;0.0105674749711025;0.000955584100016141;0.00042735020117081
345;Norvaline;30;L;P;5;0.0104829071940974;0.000847477394916793;0.000379003412885677
346;Norvaline;30;U;C;5;0.0115769332598191;0.00189253471696661;0.000846367255383132
347;Norvaline;30;U;Fe;5;0.00963466134217231;0.0020188596212098;0.000902861470010916
348;Norvaline;30;U;P;5;0.0132593126919339;0.00181898650022712;0.000813475492932455
349;Norvaline;60;L;C;5;0.0111138230979432;0.00111707407005133;0.000499570711307426
350;Norvaline;60;L;Fe;5;0.00981156194008098;0.000492905177211998;0.000220433896541521
351;Norvaline;60;L;P;5;0.0122326444526713;0.00109001086179818;0.000487467676638771
352;Norvaline;60;U;C;5;0.0114570911485391;0.000692541043624486;0.0003097137701506
353;Norvaline;60;U;Fe;5;0.0121073684959689;0.00153835483352258;0.00068797319625437
354;Norvaline;60;U;P;5;0.0130452524458047;0.00148677278319712;0.000664905002065062
355;Norvaline;120;L;C;5;0.0111523872721053;0.000751790070963975;0.000336210740696968
356;Norvaline;120;L;Fe;5;0.0105291675146976;0.00167389444199307;0.000748588351891117
357;Norvaline;120;L;P;5;0.0110850269619614;0.0017172181776228;0.000767963315472576
358;Norvaline;120;U;C;5;0.0135512067435929;0.0011264304283928;0.000503755001962103
359;Norvaline;120;U;Fe;5;0.0103956554197839;0.00167355673521453;0.000748437324828461
360;Norvaline;120;U;P;5;0.0118720894562142;0.00233288973188882;0.00104330000490293
361;Ornithine;15;L;C;5;0.00758273390965176;0.00496960845845603;0.00222247646693312
362;Ornithine;15;L;Fe;4;0.0228421301477178;0.0096594467775649;0.00482972338878245
363;Ornithine;15;L;P;5;0.00649545792842591;0.00174898925633404;0.000782171773815946
364;Ornithine;15;U;C;5;0.0232777398438904;0.00508881975774076;0.00227578938071047
365;Ornithine;15;U;Fe;5;0.0139979538468095;0.00765112746178614;0.00342168822181384
366;Ornithine;15;U;P;5;0.00547694660434599;0.00157447675401098;0.000704127410192352
367;Ornithine;30;L;C;5;0.0211903547846062;0.00572296880331208;0.00255938945546329
368;Ornithine;30;L;Fe;5;0.0203826086042478;0.0078265717531511;0.00350014929416511
369;Ornithine;30;L;P;5;0.00313495562124403;0.00366807765384583;0.00164041419614944
370;Ornithine;30;U;C;5;0.0157237005315759;0.0080647798776092;0.00360667920598132
371;Ornithine;30;U;Fe;5;0.0227974364690901;0.00609022110563413;0.00272362967804037
372;Ornithine;30;U;P;5;0.00372463545960142;0.00136374648436483;0.000609885968623222
373;Ornithine;60;L;C;5;0.0181091698530313;0.00806811079238639;0.00360816883635513
374;Ornithine;60;L;Fe;5;0.0190082439862337;0.00802212539008512;0.00358760353925147
375;Ornithine;60;L;P;5;0.00572453764196144;0.0021844160527352;0.000976900557011536
376;Ornithine;60;U;C;5;0.0133948034183962;0.0078845163751273;0.00352606291689897
377;Ornithine;60;U;Fe;5;0.0240441089857257;0.00883496399414742;0.00395111601393534
378;Ornithine;60;U;P;5;0.00176410296208531;0.00219480453048192;0.000981546425496414
379;Ornithine;120;L;C;5;0.0169089761339266;0.0101085374439653;0.00452067537556168
380;Ornithine;120;L;Fe;5;0.020030763802073;0.00464949734307487;0.00207931842406402
381;Ornithine;120;L;P;5;0.00444580187505303;0.00235770764982599;0.00105439891521644
382;Ornithine;120;U;C;5;0.0171298277848482;0.00908449608526368;0.00406271015759606
383;Ornithine;120;U;Fe;5;0.0227685148506151;0.0192340280095374;0.00860171882209211
384;Ornithine;120;U;P;5;0.00123491292986593;0.00149944593457444;0.000670572607658831
385;Phenylalanine;15;L;C;5;0.00196909904041904;0.000496288461085154;0.000221946947087033
386;Phenylalanine;15;L;Fe;4;0.00289849364106692;0.000272941332459415;0.000136470666229708
387;Phenylalanine;15;L;P;5;0.00175561454074443;0.000454529583587799;0.000203271809337398
388;Phenylalanine;15;U;C;5;0.00144699840139235;0.000295744064716663;0.000132260766529711
389;Phenylalanine;15;U;Fe;5;0.00342052737421314;0.00052437952902856;0.000234509654583437
390;Phenylalanine;15;U;P;5;0.00143459527400927;0.000526396596140109;0.000235411714418757
391;Phenylalanine;30;L;C;5;0.00293970794949182;0.000931681544571804;0.000416660653408911
392;Phenylalanine;30;L;Fe;5;0.00347128145002572;0.00124285345752648;0.000555820963419971
393;Phenylalanine;30;L;P;5;0.00164761225875023;0.000416237973950915;0.000186147280914206
394;Phenylalanine;30;U;C;5;0.00210884686763796;0.000501161890860182;0.000224126411139139
395;Phenylalanine;30;U;Fe;5;0.00348805333679976;0.00253936503154491;0.00113563856604406
396;Phenylalanine;30;U;P;5;0.00127140135158678;0.000210707836121708;9.42314089920049e-05
397;Phenylalanine;60;L;C;5;0.00294536165829234;0.000985784619808316;0.000440856284213036
398;Phenylalanine;60;L;Fe;5;0.00276496659210484;0.000502890369546929;0.000224899410307385
399;Phenylalanine;60;L;P;5;0.00134678722690492;0.000245281688678362;0.000109693305904151
400;Phenylalanine;60;U;C;5;0.00317766832710673;0.000876079583673239;0.000391794700558616
401;Phenylalanine;60;U;Fe;5;0.00357256150140156;0.000500276057434789;0.000223730254387955
402;Phenylalanine;60;U;P;5;0.00158012856832862;0.000317278370344384;0.000141891200776079
403;Phenylalanine;120;L;C;5;0.00258007865090613;0.000728441890272633;0.00032576911686161
404;Phenylalanine;120;L;Fe;5;0.00517095808221046;0.00118983475358971;0.000532110278203661
405;Phenylalanine;120;L;P;5;0.00168700936654509;0.00127754202924368;0.000571334164300378
406;Phenylalanine;120;U;C;5;0.0022448838437889;0.00106070079332119;0.000474359815530826
407;Phenylalanine;120;U;Fe;5;0.00563247395890154;0.00112858500443831;0.000504718557662192
408;Phenylalanine;120;U;P;5;0.00129279935405735;0.000142267839987827;6.36241122449686e-05
409;Proline;15;L;C;5;0.00623060168416662;0.00214312436087988;0.00095843435103264
410;Proline;15;L;Fe;4;0.00888769613200216;0.00226228387263704;0.00113114193631852
411;Proline;15;L;P;5;0.0114962655820537;0.00254179908974508;0.00113672710996342
412;Proline;15;U;C;5;0.0065033174774642;0.00229454848401259;0.00102615327758425
413;Proline;15;U;Fe;5;0.0102189860400879;0.00273502805692976;0.00122314173113282
414;Proline;15;U;P;5;0.010140204072335;0.00355469033327003;0.00158970584483063
415;Proline;30;L;C;5;0.0130501246010855;0.00422876081659018;0.00189115932929663
416;Proline;30;L;Fe;5;0.0168568481808116;0.00558143079848055;0.00249609173542269
417;Proline;30;L;P;5;0.0131715462854738;0.00560233038826998;0.00250543831611689
418;Proline;30;U;C;5;0.00824403254392509;0.00231058731248778;0.00103332605973425
419;Proline;30;U;Fe;5;0.0140904891093455;0.00406585615648317;0.00181830615052648
420;Proline;30;U;P;5;0.00988665950142351;0.00295307641444237;0.0013206559210889
421;Proline;60;L;C;5;0.0151479640265988;0.00317339144855884;0.00141918379963882
422;Proline;60;L;Fe;5;0.0153255637989763;0.00349949720894743;0.00156502272925545
423;Proline;60;L;P;5;0.00993518302826761;0.00374601924811494;0.00167527073676153
424;Proline;60;U;C;5;0.0140029646601502;0.00235398934225732;0.00105273603751948
425;Proline;60;U;Fe;5;0.0132982371240456;0.00300517825433299;0.00134395657223854
426;Proline;60;U;P;5;0.0141421258841355;0.00408263185107268;0.00182580846922086
427;Proline;120;L;C;5;0.0122900653886454;0.00258362234556824;0.00115543103857561
428;Proline;120;L;Fe;5;0.0138532199971565;0.00409160412845098;0.00182982099364703
429;Proline;120;L;P;5;0.0120477213265697;0.00663028682173524;0.0029651544087442
430;Proline;120;U;C;5;0.0101677415604465;0.00553687796611789;0.00247616710307207
431;Proline;120;U;Fe;5;0.0136341601390872;0.00192235067822863;0.000859701358622407
432;Proline;120;U;P;5;0.0136360482554535;0.00372318994086598;0.00166506116018395
433;Serine;15;L;C;5;0.00500440601045564;0.00202106275024055;0.000903846739266108
434;Serine;15;L;Fe;4;0.00820488184172443;0.000420792859200558;0.000210396429600279
435;Serine;15;L;P;5;0.00739457571968621;0.00130236578066778;0.000582435683428546
436;Serine;15;U;C;5;0.004222047841725;0.00200780297128214;0.000897916785842585
437;Serine;15;U;Fe;5;0.00909791172581786;0.000984046229233987;0.000440078852313907
438;Serine;15;U;P;5;0.00784212510510839;0.00265682057245268;0.00118816628080482
439;Serine;30;L;C;5;0.00693874390310687;0.00132535802344237;0.000592718126988378
440;Serine;30;L;Fe;5;0.00886034533259153;0.00176708030753025;0.000790262337867776
441;Serine;30;L;P;5;0.00864990831559113;0.00157220033259979;0.000703109363588184
442;Serine;30;U;C;5;0.00518107644015914;0.00159209170239389;0.00071200505459322
443;Serine;30;U;Fe;5;0.00728690196862598;0.00273089649952954;0.00122129404249285
444;Serine;30;U;P;5;0.00765052592117243;0.00192354170356369;0.000860234001344832
445;Serine;60;L;C;5;0.0072396732552005;0.00158785733820088;0.000710111389357809
446;Serine;60;L;Fe;5;0.00871853997156486;0.00165053954367728;0.000738143723842777
447;Serine;60;L;P;5;0.00678956029889982;0.00226490812334649;0.00101289770531885
448;Serine;60;U;C;5;0.00529110216099622;0.0020426843393818;0.00091351620788639
449;Serine;60;U;Fe;5;0.00761659690369633;0.00124223402270529;0.000555543943746409
450;Serine;60;U;P;5;0.00900913933263479;0.0014401567173926;0.00064405766366856
451;Serine;120;L;C;5;0.00622415353205259;0.00170843897009056;0.000764037134506444
452;Serine;120;L;Fe;5;0.0101933657064349;0.00179707801367308;0.000803677719888662
453;Serine;120;L;P;5;0.00971361411836203;0.00145019964504444;0.000648548997453087
454;Serine;120;U;C;5;0.00550342838769459;0.00231046140334793;0.00103326975145511
455;Serine;120;U;Fe;5;0.0111022400311392;0.00151783775733184;0.000678797680841966
456;Serine;120;U;P;5;0.00796987783699043;0.00150760978807016;0.000674223593933784
457;Threonine;15;L;C;5;0.00359404341191735;0.000814731945192039;0.000364359202578006
458;Threonine;15;L;Fe;4;0.00339665191587285;0.000513793515005461;0.000256896757502731
459;Threonine;15;L;P;5;0.0111219643649171;0.00172613524829493;0.000771951150709188
460;Threonine;15;U;C;5;0.00352189782081455;0.000574483216115031;0.000256916704633183
461;Threonine;15;U;Fe;5;0.00593159672004089;0.00496627565592379;0.00222098599232959
462;Threonine;15;U;P;5;0.0106153880674764;0.00380544704353523;0.00170184765482408
463;Threonine;30;L;C;5;0.00366680905261689;0.000637249673296919;0.000284986717626289
464;Threonine;30;L;Fe;5;0.00381232645777197;0.00166625912701222;0.000745173735225757
465;Threonine;30;L;P;5;0.00999995269391967;0.00379319744917884;0.00169636946968854
466;Threonine;30;U;C;5;0.00352053002968772;0.000352770454684348;0.000157763743425542
467;Threonine;30;U;Fe;5;0.00463807705648814;0.00386889537986565;0.00173022261344289
468;Threonine;30;U;P;5;0.0110402209794185;0.00226869095834803;0.00101458944056107
469;Threonine;60;L;C;5;0.00436474766469662;0.00143539445150288;0.000641927913617291
470;Threonine;60;L;Fe;5;0.00391046065595043;0.000417834276206281;0.000186861168985333
471;Threonine;60;L;P;5;0.0122137698372788;0.00242323768814527;0.00108370483926645
472;Threonine;60;U;C;5;0.0047908901568053;0.00249676173266958;0.00111658579157387
473;Threonine;60;U;Fe;5;0.0035812662806264;0.000942527454947195;0.00042151109198436
474;Threonine;60;U;P;5;0.00787184870369059;0.00252896974638045;0.00113098965318942
475;Threonine;120;L;C;5;0.00353517755360598;0.00106491355327021;0.000476243819054607
476;Threonine;120;L;Fe;5;0.00494925848236057;0.00107980432661305;0.000482903175341032
477;Threonine;120;L;P;5;0.0106239286143809;0.00448883874084731;0.00200746971291383
478;Threonine;120;U;C;5;0.00323155231689792;0.000681202420583052;0.000304642983772221
479;Threonine;120;U;Fe;5;0.00501641739811038;0.00139637916711366;0.000624479748006138
480;Threonine;120;U;P;5;0.0104261688447963;0.00365582485329863;0.00163493457716179
481;Tryptophan;15;L;C;5;0.00266164403356453;0.000955226387867892;0.000427190227434837
482;Tryptophan;15;L;Fe;4;0.00371020947923125;0.000553980920348476;0.000276990460174238
483;Tryptophan;15;L;P;5;0.00125971424924938;0.000638218327925035;0.000285419913145326
484;Tryptophan;15;U;C;5;0.00348140707515133;0.00152828771990852;0.000683471046178723
485;Tryptophan;15;U;Fe;5;0.00287474809609971;0.0010998692778707;0.0004918764943365
486;Tryptophan;15;U;P;5;0.000900023913482141;0.000193606305438651;8.65833719666823e-05
487;Tryptophan;30;L;C;5;0.00306235072270436;0.00101215746997933;0.000452650581361596
488;Tryptophan;30;L;Fe;5;0.00355019751765391;0.000673194734675363;0.000301061837765809
489;Tryptophan;30;L;P;5;0.00121813400804789;0.000490042534670408;0.000219153683877866
490;Tryptophan;30;U;C;5;0.00332648694215239;0.000760638001133954;0.000340167655361017
491;Tryptophan;30;U;Fe;5;0.00312681492993321;0.00110904906504928;0.000495981819966556
492;Tryptophan;30;U;P;5;0.000938731551295305;0.000241401718469544;0.000107958130476634
493;Tryptophan;60;L;C;5;0.0027998123097269;0.00111330165757325;0.000497883637159395
494;Tryptophan;60;L;Fe;5;0.00402588598636612;0.00036781461353004;0.000164491695794197
495;Tryptophan;60;L;P;5;0.00100542834055343;0.00018747929742814;8.38432906846445e-05
496;Tryptophan;60;U;C;5;0.00384763902208366;0.000197249267889231;8.82125543024774e-05
497;Tryptophan;60;U;Fe;5;0.00367621495466748;0.000336901118805469;0.000150666760668952
498;Tryptophan;60;U;P;5;0.00137567213065016;0.000564249527482807;0.000252340059944738
499;Tryptophan;120;L;C;5;0.00400205477789622;0.000440759328442405;0.000197113564022875
500;Tryptophan;120;L;Fe;5;0.00388962999703709;0.000587657931906813;0.000262808616652115
501;Tryptophan;120;L;P;5;0.00152453565543709;0.001527657357689;0.000683189139624061
502;Tryptophan;120;U;C;5;0.00275924167438886;0.00122138427129447;0.000546219651452695
503;Tryptophan;120;U;Fe;5;0.00383060239538518;0.000328008034623913;0.000146689652517035
504;Tryptophan;120;U;P;5;0.0012352414384312;0.000346464616415663;0.000154943686820763
505;Tyrosine;15;L;C;5;0.00327223209533776;0.00118139360537827;0.000528335281961875
506;Tyrosine;15;L;Fe;4;0.00553688753641513;0.000501882657553984;0.000250941328776992
507;Tyrosine;15;L;P;5;0.00193706665763853;0.000668111139932486;0.000298788385082783
508;Tyrosine;15;U;C;5;0.0050542111718704;0.000632908377387538;0.000283045231073525
509;Tyrosine;15;U;Fe;5;0.00525156127102047;0.00049358486196245;0.000220737860802578
510;Tyrosine;15;U;P;5;0.00127784889407121;0.00030981074952194;0.000138551579218244
511;Tyrosine;30;L;C;5;0.00491187324895337;0.00125862649548188;0.000562874880435963
512;Tyrosine;30;L;Fe;5;0.00566828821093799;0.000333596826881423;0.000149189036397018
513;Tyrosine;30;L;P;5;0.00142972539837239;0.000620965902774139;0.0002777043940625
514;Tyrosine;30;U;C;5;0.00456521251624907;0.00106274823837488;0.000475275460794878
515;Tyrosine;30;U;Fe;5;0.00491929110290009;0.000354780435484137;0.000158662634165902
516;Tyrosine;30;U;P;5;0.00112168015765978;8.44706192282489e-05;3.77764093391731e-05
517;Tyrosine;60;L;C;5;0.00459360369445428;0.000583005397863624;0.000260727940174475
518;Tyrosine;60;L;Fe;5;0.00541288740118136;0.00085207450853256;0.000381059304594706
519;Tyrosine;60;L;P;5;0.00224647040888508;0.00130780326591731;0.000584867400757467
520;Tyrosine;60;U;C;5;0.00605446637507974;0.00149077431887586;0.000666694543223472
521;Tyrosine;60;U;Fe;5;0.00612313425983219;0.000801632655819904;0.0003585010222794
522;Tyrosine;60;U;P;5;0.00170742879216373;0.000660225110053129;0.000295261645306215
523;Tyrosine;120;L;C;5;0.00363633236313928;0.000622464523222191;0.000278374597501363
524;Tyrosine;120;L;Fe;5;0.00637512981962536;0.000788388921880735;0.000352578244406619
525;Tyrosine;120;L;P;5;0.00162394750437895;0.000477203830154111;0.000213412040669571
526;Tyrosine;120;U;C;5;0.00462138089238188;0.00134221012544416;0.000600254616116332
527;Tyrosine;120;U;Fe;5;0.00526139533514844;0.00110646716269871;0.000494827158133126
528;Tyrosine;120;U;P;5;0.00130753685942832;0.000357903718460541;0.000160059408775543
529;Valine;15;L;C;5;0.00729078091921997;0.00323608442160314;0.00144722094952654
530;Valine;15;L;Fe;4;0.00797101412419692;0.000412625235683621;0.000206312617841811
531;Valine;15;L;P;5;0.0103404100358112;0.00177958697874827;0.000795855491270919
532;Valine;15;U;C;5;0.00662989848895934;0.00258273079605908;0.00115503232551405
533;Valine;15;U;Fe;5;0.00833281191404817;0.00101975058416349;0.000456046325256938
534;Valine;15;U;P;5;0.00988902345221053;0.00295658060306499;0.00132222304188213
535;Valine;30;L;C;5;0.00570487294545911;0.00148245410535642;0.000662973630620116
536;Valine;30;L;Fe;5;0.00775023005316376;0.00151507839775575;0.000677563657724664
537;Valine;30;L;P;5;0.00809237126961115;0.00307614181629705;0.00137569244193397
538;Valine;30;U;C;5;0.00549684727370209;0.00174933539717865;0.000782326572707611
539;Valine;30;U;Fe;5;0.00782324236710849;0.00191703355224851;0.000857323467595112
540;Valine;30;U;P;5;0.00930849919906513;0.002620844613512;0.0011720773428554
541;Valine;60;L;C;5;0.00526152244002889;0.000924439447816028;0.000413421889279802
542;Valine;60;L;Fe;5;0.00830050550574818;0.000626553580446057;0.000280203279484653
543;Valine;60;L;P;5;0.011069394366528;0.0025507433014561;0.00114072708304161
544;Valine;60;U;C;5;0.00589018353681394;0.00144936525552522;0.00064817584711615
545;Valine;60;U;Fe;5;0.00680249193708813;0.00114455989198059;0.000511862744557681
546;Valine;60;U;P;5;0.00613089142279738;0.00122078701482626;0.00054595255024011
547;Valine;120;L;C;5;0.00494228823611372;0.000600876554606551;0.000268720164437222
548;Valine;120;L;Fe;5;0.00756339475526245;0.00148371979669108;0.000663539664992685
549;Valine;120;L;P;5;0.00908267997521971;0.00259373586179141;0.00115995394052892
550;Valine;120;U;C;5;0.00623126981777173;0.00261320977037052;0.00116866293720302
551;Valine;120;U;Fe;5;0.00807871176652644;0.000983325774793972;0.000439756655293394
552;Valine;120;U;P;5;0.00864511242551598;0.00264317484359692;0.00118206372534002
