Compound;Sample order;Sample;Time;Treatment;Labeling;Relative_abundance;Unlabeled ;Labeled
Proline;33;15;15min;Fe;U;4733257;0.94552619;0.05447381
Proline;34;17;15min;Fe;L;7214411;0.967163675;0.032836325
Proline;35;18;15min;Fe;L;6383740;0.964692398;0.035307602
Proline;36;19;15min;Fe;L;5377960;0.947741278;0.052258722
Proline;37;20;15min;Fe;L;8998429;0.968652974;0.031347026
Proline;39;21;15min;P;U;10196900;0.978983966;0.021016034
Proline;40;22;15min;P;U;5817136;0.956251025;0.043748975
Proline;41;23;15min;P;U;3616141;0.948144478;0.051855522
Proline;42;24;15min;P;U;3304541;0.935858604;0.064141396
Proline;43;25;15min;P;U;5929523;0.9657905;0.0342095
Proline;44;26;15min;P;L;6470102;0.967671161;0.032328839
Proline;45;27;15min;P;L;4714465;0.937884167;0.062115833
Proline;46;28;15min;P;L;4517462;0.934477733;0.065522267
Proline;47;29;15min;P;L;5836939;0.961879794;0.038120206
Proline;48;30;15min;P;L;5176249;0.946358707;0.053641293
Proline;50;31;30min;C;U;10420910;0.974565824;0.025434176
Proline;51;32;30min;C;U;6195998;0.957434259;0.042565741
Proline;52;33;30min;C;U;5567514;0.961977412;0.038022588
Proline;53;34;30min;C;U;7608105;0.966909326;0.033090674
Proline;54;35;30min;C;U;5938676;0.960786309;0.039213691
Proline;55;36;30min;C;L;6162405;0.958179647;0.041820353
Proline;56;37;30min;C;L;6893394;0.958284509;0.041715491
Proline;57;38;30min;C;L;3790931;0.924989415;0.075010585
Proline;58;39;30min;C;L;4420020;0.931465115;0.068534886
Proline;59;40;30min;C;L;7273437;0.960003631;0.039996369
Proline;61;41;30min;Fe;U;3698239;0.948759771;0.051240229
Proline;62;42;30min;Fe;U;5446633;0.954086598;0.045913402
Proline;63;43;30min;Fe;U;4481548;0.950742901;0.049257099
Proline;64;44;30min;Fe;U;4067696;0.955054999;0.044945001
Proline;65;45;30min;Fe;U;951953;0.943310563;0.056689437
Proline;66;46;30min;Fe;L;6336434;0.962867854;0.037132146
Proline;67;47;30min;Fe;L;3303742;0.920783509;0.079216491
Proline;68;48;30min;Fe;L;2754228;0.924788097;0.075211903
Proline;69;49;30min;Fe;L;3791186;0.943029704;0.056970296
Proline;70;50;30min;Fe;L;4126969;0.933927501;0.066072499
Proline;72;51;30min;P;U;5729561;0.957589193;0.042410808
Proline;73;52;30min;P;U;10711870;0.969533274;0.030466726
Proline;74;53;30min;P;U;3108577;0.946375059;0.053624941
Proline;75;54;30min;P;U;5228946;0.936842191;0.063157809
Proline;76;55;30min;P;U;8723467;0.965693485;0.034306515
Proline;77;56;30min;P;L;12968410;0.980292193;0.019707807
Proline;78;57;30min;P;L;4037390;0.931184396;0.068815604
Proline;79;58;30min;P;L;2963494;0.932730467;0.067269533
Proline;80;59;30min;P;L;5156900;0.943936612;0.056063388
Proline;81;60;30min;P;L;3308387;0.947601687;0.052398313
Proline;83;61;60min;C;U;3349369;0.947959476;0.052040524
Proline;84;62;60min;C;U;5598890;0.950410219;0.049589781
Proline;85;63;60min;C;U;3035773;0.945154819;0.054845181
Proline;86;64;60min;C;U;4665592;0.944916109;0.055083891
Proline;87;65;60min;C;U;3498792;0.939103045;0.060896955
Proline;88;66;60min;C;L;4826356;0.93809212;0.06190788
Proline;89;67;60min;C;L;4780654;0.932813366;0.067186634
Proline;90;68;60min;C;L;6592150;0.957834168;0.042165832
Proline;91;69;60min;C;L;6625260;0.956585124;0.043414876
Proline;92;70;60min;C;L;4962207;0.935037619;0.064962381
Proline;94;71;60min;Fe;U;3511364;0.94631131;0.05368869
Proline;95;72;60min;Fe;U;5132848;0.944735672;0.055264329
Proline;96;73;60min;Fe;U;3937889;0.944765529;0.055234471
Proline;97;74;60min;Fe;U;3421681;0.937476141;0.062523859
Proline;98;75;60min;Fe;U;7885144;0.959557794;0.040442207
Proline;99;76;60min;Fe;L;2774193;0.934678072;0.065321929
Proline;100;77;60min;Fe;L;6343454;0.961381551;0.038618449
Proline;101;78;60min;Fe;L;2930720;0.941102377;0.058897623
Proline;102;79;60min;Fe;L;3680258;0.938473563;0.061526437
Proline;103;80;60min;Fe;L;3529396;0.936292827;0.063707173
Proline;105;81;60min;P;U;4050979;0.949447955;0.050552045
Proline;106;82;60min;P;U;6607622;0.956834886;0.043165114
Proline;107;83;60min;P;U;2844304;0.948935542;0.051064458
Proline;108;84;60min;P;U;2757730;0.92524838;0.07475162
Proline;109;85;60min;P;U;3582139;0.949458987;0.050541013
Proline;110;86;60min;P;L;8772979;0.960781837;0.039218163
Proline;111;87;60min;P;L;7981484;0.963657345;0.036342655
Proline;112;88;60min;P;L;3555981;0.930701578;0.069298422
Proline;113;89;60min;P;L;11172150;0.983472491;0.016527509
Proline;114;90;60min;P;L;6176346;0.948352748;0.051647252
Proline;116;91;120min;C;U;5087455;0.948894117;0.051105883
Proline;117;92;120min;C;U;3211815;0.941225625;0.058774375
Proline;118;93;120min;C;U;8851751;0.969273067;0.030726933
Proline;119;94;120min;C;U;6452796;0.964696568;0.035303432
Proline;120;95;120min;C;U;20864510;0.989355012;0.010644988
Proline;121;96;120min;C;L;6524205;0.955836323;0.044163677
Proline;122;97;120min;C;L;6918877;0.961187377;0.038812623
Proline;123;98;120min;C;L;5358888;0.947936842;0.052063158
Proline;124;99;120min;C;L;4161077;0.936381851;0.063618149
Proline;125;100;120min;C;L;3124825;0.933845201;0.066154799
Proline;127;101;120min;Fe;U;3155209;0.938544728;0.061455272
Proline;128;102;120min;Fe;U;3134304;0.94150384;0.05849616
Proline;129;103;120min;Fe;U;3441024;0.942770748;0.057229252
Proline;130;104;120min;Fe;U;4410534;0.945469818;0.054530183
Proline;131;105;120min;Fe;U;3140970;0.942441933;0.057558068
Proline;132;106;120min;Fe;L;3761327;0.928524028;0.071475972
Proline;133;107;120min;Fe;L;7269021;0.95925508;0.04074492
Proline;134;108;120min;Fe;L;5791490;0.94709607;0.05290393
Proline;135;109;120min;Fe;L;3328485;0.931148206;0.068851794
Proline;137;110;120min;Fe;L;4766550;0.944498784;0.055501216
Proline;138;111;120min;P;U;3610677;0.934692441;0.065307559
Proline;139;112;120min;P;U;7267285;0.966192016;0.033807985
Proline;140;113;120min;P;U;2405786;0.932707951;0.067292049
Proline;141;114;120min;P;U;4464708;0.943910931;0.056089069
Proline;142;115;120min;P;U;2833510;0.937672456;0.062327544
Proline;143;116;120min;P;L;10643190;0.970372772;0.029627228
Proline;144;117;120min;P;L;6513977;0.953691803;0.046308197
Proline;145;118;120min;P;L;1100074;0.936315669;0.063684331
Proline;147;119;120min;P;L;6202785;0.956822981;0.043177019
Proline;148;120;120min;P;L;5500962;0.936326579;0.063673421
Serine;18;1;15min;C;U;19683850;0.988655965;0.011344035
Serine;19;2;15min;C;U;14295120;0.981617205;0.018382795
Serine;20;3;15min;C;U;15105990;0.98134317;0.018656831
Serine;21;4;15min;C;U;10792030;0.969153147;0.030846853
Serine;22;5;15min;C;U;15577760;0.980642343;0.019357657
Serine;23;6;15min;C;L;14244740;0.980712298;0.019287702
Serine;24;7;15min;C;L;10378450;0.969182142;0.030817859
Serine;25;8;15min;C;L;12756740;0.981587257;0.018412743
Serine;26;9;15min;C;L;8898095;0.967076773;0.032923227
Serine;27;10;15min;C;L;15730830;0.987366647;0.012633353
Serine;29;11;15min;Fe;U;6269224;0.961964328;0.038035672
Serine;30;12;15min;Fe;U;1990253;0.948249118;0.051750882
Serine;31;13;15min;Fe;U;9021926;0.966201006;0.033798994
Serine;32;14;15min;Fe;U;8790153;0.964742371;0.03525763
Serine;33;15;15min;Fe;U;9262769;0.968122127;0.031877873
Serine;34;17;15min;Fe;L;9344105;0.963150769;0.036849231
Serine;35;18;15min;Fe;L;9393861;0.968667503;0.031332497
Serine;36;19;15min;Fe;L;6883749;0.968629663;0.031370337
Serine;37;20;15min;Fe;L;7931851;0.966891352;0.033108649
Serine;39;21;15min;P;U;12027680;0.976636492;0.023363508
Serine;40;22;15min;P;U;10191040;0.969690318;0.030309682
Serine;41;23;15min;P;U;12148960;0.975708994;0.024291006
Serine;42;24;15min;P;U;7334060;0.962057402;0.037942599
Serine;43;25;15min;P;U;8468036;0.956001125;0.043998875
Serine;44;26;15min;P;L;11842780;0.972007523;0.027992477
Serine;45;27;15min;P;L;8232057;0.965446232;0.034553768
Serine;46;28;15min;P;L;8344355;0.961091945;0.038908055
Serine;47;29;15min;P;L;9656812;0.967265349;0.032734651
Serine;48;30;15min;P;L;9982668;0.97056999;0.02943001
Serine;50;31;30min;C;U;12259950;0.973375352;0.026624648
Serine;51;32;30min;C;U;14274020;0.981368493;0.018631507
Serine;52;33;30min;C;U;11859390;0.972261709;0.027738291
Serine;53;34;30min;C;U;10615450;0.969168736;0.030831264
Serine;54;35;30min;C;U;18764230;0.987276553;0.012723447
Serine;55;36;30min;C;L;9500350;0.970598568;0.029401432
Serine;56;37;30min;C;L;9702354;0.966961136;0.033038864
Serine;57;38;30min;C;L;10946630;0.972105436;0.027894564
Serine;58;39;30min;C;L;12827470;0.976496369;0.023503631
Serine;59;40;30min;C;L;10713800;0.966747181;0.033252819
Serine;61;41;30min;Fe;U;8655628;0.968776109;0.031223891
Serine;62;42;30min;Fe;U;11085060;0.978685784;0.021314216
Serine;63;43;30min;Fe;U;10720740;0.978566635;0.021433365
Serine;64;44;30min;Fe;U;9857454;0.966028562;0.033971438
Serine;65;45;30min;Fe;U;2926521;0.941229882;0.058770118
Serine;66;46;30min;Fe;L;8310243;0.965092163;0.034907837
Serine;67;47;30min;Fe;L;7147025;0.964768454;0.035231547
Serine;68;48;30min;Fe;L;5815277;0.947362997;0.052637003
Serine;69;49;30min;Fe;L;7872107;0.960104486;0.039895514
Serine;70;50;30min;Fe;L;10490280;0.971984062;0.028015938
Serine;72;51;30min;P;U;10352490;0.96733081;0.03266919
Serine;73;52;30min;P;U;7570338;0.962914009;0.037085991
Serine;74;53;30min;P;U;8773747;0.96543155;0.034568451
Serine;75;54;30min;P;U;7586540;0.961871622;0.038128378
Serine;76;55;30min;P;U;12689950;0.975016713;0.024983287
Serine;77;56;30min;P;L;6539304;0.954982017;0.045017983
Serine;78;57;30min;P;L;10525720;0.967840986;0.032159014
Serine;79;58;30min;P;L;7278863;0.962886253;0.037113748
Serine;80;59;30min;P;L;9727004;0.962990912;0.037009088
Serine;81;60;30min;P;L;9411117;0.970051673;0.029948327
Serine;83;61;60min;C;U;10734090;0.974268819;0.025731181
Serine;84;62;60min;C;U;13992060;0.983977183;0.016022817
Serine;85;63;60min;C;U;9700906;0.970844172;0.029155828
Serine;86;64;60min;C;U;16998360;0.987450236;0.012549764
Serine;87;65;60min;C;U;8974848;0.970623529;0.029376472
Serine;88;66;60min;C;L;9070390;0.965106213;0.034893787
Serine;89;67;60min;C;L;7333968;0.956206581;0.043793419
Serine;90;68;60min;C;L;11627030;0.979671897;0.020328103
Serine;91;69;60min;C;L;10493200;0.971419065;0.028580935
Serine;92;70;60min;C;L;10497430;0.970648742;0.029351258
Serine;94;71;60min;Fe;U;9381061;0.97071029;0.02928971
Serine;95;72;60min;Fe;U;10474800;0.970149211;0.029850789
Serine;96;73;60min;Fe;U;10670600;0.973896918;0.026103082
Serine;97;74;60min;Fe;U;6767053;0.963115057;0.036884943
Serine;98;75;60min;Fe;U;10061810;0.969682224;0.030317776
Serine;99;76;60min;Fe;L;5844060;0.949568569;0.050431431
Serine;100;77;60min;Fe;L;7226411;0.967267653;0.032732348
Serine;101;78;60min;Fe;L;7685182;0.967676775;0.032323225
Serine;102;79;60min;Fe;L;9485880;0.966744892;0.033255108
Serine;103;80;60min;Fe;L;9596502;0.967829981;0.032170019
Serine;105;81;60min;P;U;6599428;0.957444507;0.042555493
Serine;106;82;60min;P;U;8224076;0.964767185;0.035232815
Serine;107;83;60min;P;U;9011896;0.967674647;0.032325353
Serine;108;84;60min;P;U;7431509;0.958868891;0.041131109
Serine;109;85;60min;P;U;6317190;0.954074965;0.045925035
Serine;110;86;60min;P;L;11240700;0.971169314;0.028830686
Serine;111;87;60min;P;L;9377031;0.966308735;0.033691265
Serine;112;88;60min;P;L;12577420;0.979151432;0.020848569
Serine;113;89;60min;P;L;7410619;0.95915742;0.04084258
Serine;114;90;60min;P;L;16863690;0.982821632;0.017178368
Serine;116;91;120min;C;U;16398870;0.984731753;0.015268247
Serine;117;92;120min;C;U;10299830;0.971710019;0.028289981
Serine;118;93;120min;C;U;8877446;0.967651922;0.032348078
Serine;119;94;120min;C;U;13302880;0.978108802;0.021891198
Serine;120;95;120min;C;U;16296520;0.982653085;0.017346915
Serine;121;96;120min;C;L;10841040;0.976757921;0.023242079
Serine;122;97;120min;C;L;15923270;0.98182861;0.01817139
Serine;123;98;120min;C;L;9406465;0.967244504;0.032755496
Serine;124;99;120min;C;L;13005370;0.98484533;0.01515467
Serine;125;100;120min;C;L;10783670;0.970045212;0.029954788
Serine;127;101;120min;Fe;U;5984919;0.949693903;0.050306097
Serine;128;102;120min;Fe;U;6769548;0.950723215;0.049276785
Serine;129;103;120min;Fe;U;7075210;0.957825552;0.042174448
Serine;130;104;120min;Fe;U;7627558;0.964087708;0.035912292
Serine;131;105;120min;Fe;U;6033927;0.95200319;0.04799681
Serine;132;106;120min;Fe;L;7631373;0.957952474;0.042047526
Serine;133;107;120min;Fe;L;9032066;0.963456681;0.036543319
Serine;134;108;120min;Fe;L;8084372;0.968992533;0.031007467
Serine;135;109;120min;Fe;L;5016750;0.945755069;0.054244931
Serine;137;110;120min;Fe;L;6403402;0.95665799;0.04334201
Serine;138;111;120min;P;U;8788946;0.970757865;0.029242135
Serine;139;112;120min;P;U;4871573;0.947545109;0.052454891
Serine;140;113;120min;P;U;10858190;0.972973152;0.027026848
Serine;141;114;120min;P;U;8566126;0.970059397;0.029940604
Serine;142;115;120min;P;U;9641048;0.963154856;0.036845144
Serine;143;116;120min;P;L;6026887;0.947932928;0.052067072
Serine;144;117;120min;P;L;6973504;0.964432064;0.035567936
Serine;145;118;120min;P;L;3516929;0.951835892;0.048164108
Serine;147;119;120min;P;L;8239530;0.961226016;0.038773985
Serine;148;120;120min;P;L;7540702;0.95313566;0.04686434
Threonine;18;1;15min;C;U;29580230;0.985369301;0.014630699
Threonine;19;2;15min;C;U;22091410;0.987597552;0.012402448
Threonine;20;3;15min;C;U;19864090;0.9898745;0.0101255
Threonine;21;4;15min;C;U;17259540;0.98997901;0.01002099
Threonine;22;5;15min;C;U;25699470;0.987670717;0.012329283
Threonine;23;6;15min;C;L;27566000;0.986173173;0.013826827
Threonine;24;7;15min;C;L;15514480;0.987581851;0.012418149
Threonine;25;8;15min;C;L;22887650;0.989160401;0.010839599
Threonine;26;9;15min;C;L;23128250;0.990106435;0.009893565
Threonine;27;10;15min;C;L;24034800;0.983889475;0.016110525
Threonine;29;11;15min;Fe;U;10309630;0.968531099;0.031468902
Threonine;30;12;15min;Fe;U;2696562;0.934412699;0.065587301
Threonine;31;13;15min;Fe;U;18042800;0.988858804;0.011141196
Threonine;32;14;15min;Fe;U;16566960;0.988013581;0.011986419
Threonine;33;15;15min;Fe;U;21164480;0.990579767;0.009420233
Threonine;34;17;15min;Fe;L;13438130;0.987146991;0.012853009
Threonine;35;18;15min;Fe;L;17548440;0.988741195;0.011258805
Threonine;36;19;15min;Fe;L;13206190;0.978441354;0.021558647
Threonine;37;20;15min;Fe;L;17770510;0.989471509;0.010528491
Threonine;39;21;15min;P;U;57294550;0.980932522;0.019067479
Threonine;40;22;15min;P;U;66163070;0.98461316;0.01538684
Threonine;41;23;15min;P;U;36485060;0.986912004;0.013087996
Threonine;42;24;15min;P;U;43539640;0.989610463;0.010389537
Threonine;43;25;15min;P;U;53435110;0.982081021;0.017918979
Threonine;44;26;15min;P;L;52395180;0.974336865;0.025663135
Threonine;45;27;15min;P;L;51400070;0.986429117;0.013570883
Threonine;46;28;15min;P;L;42941360;0.978071027;0.021928973
Threonine;47;29;15min;P;L;49389800;0.984650725;0.015349275
Threonine;48;30;15min;P;L;63797100;0.990573853;0.009426147
Threonine;50;31;30min;C;U;20895670;0.988296751;0.011703249
Threonine;51;32;30min;C;U;16800230;0.985516146;0.014483854
Threonine;52;33;30min;C;U;18003460;0.988730242;0.011269759
Threonine;53;34;30min;C;U;18092220;0.98640174;0.01359826
Threonine;54;35;30min;C;U;25577160;0.988829098;0.011170902
Threonine;55;36;30min;C;L;24283970;0.98109304;0.01890696
Threonine;56;37;30min;C;L;24913290;0.988307594;0.011692406
Threonine;57;38;30min;C;L;16701050;0.989316928;0.010683072
Threonine;58;39;30min;C;L;17110210;0.985858079;0.014141921
Threonine;59;40;30min;C;L;24901490;0.988986788;0.011013212
Threonine;61;41;30min;Fe;U;14545130;0.98827639;0.01172361
Threonine;62;42;30min;Fe;U;21751120;0.990698214;0.009301786
Threonine;63;43;30min;Fe;U;18623930;0.987546154;0.012453846
Threonine;64;44;30min;Fe;U;23498990;0.989927222;0.010072778
Threonine;65;45;30min;Fe;U;4697385;0.941366274;0.058633726
Threonine;66;46;30min;Fe;L;17794400;0.989145232;0.010854768
Threonine;67;47;30min;Fe;L;11233900;0.974567552;0.025432448
Threonine;68;48;30min;Fe;L;11590120;0.9696799;0.0303201
Threonine;69;49;30min;Fe;L;16683320;0.988185369;0.011814631
Threonine;70;50;30min;Fe;L;21623410;0.989775287;0.010224713
Threonine;72;51;30min;P;U;55762310;0.988512075;0.011487925
Threonine;73;52;30min;P;U;52691310;0.980186581;0.01981342
Threonine;74;53;30min;P;U;36787040;0.967452541;0.032547459
Threonine;75;54;30min;P;U;53109020;0.987590071;0.012409929
Threonine;76;55;30min;P;U;59407100;0.982198995;0.017801006
Threonine;77;56;30min;P;L;45147200;0.983266889;0.016733111
Threonine;78;57;30min;P;L;61503520;0.974869252;0.025130748
Threonine;79;58;30min;P;L;32532710;0.979471956;0.020528044
Threonine;80;59;30min;P;L;55289080;0.98492592;0.01507408
Threonine;81;60;30min;P;L;38773110;0.978767936;0.021232065
Threonine;83;61;60min;C;U;8511264;0.964590806;0.035409194
Threonine;84;62;60min;C;U;17509130;0.987913354;0.012086646
Threonine;85;63;60min;C;U;23225460;0.986556402;0.013443598
Threonine;86;64;60min;C;U;22862010;0.988345802;0.011654198
Threonine;87;65;60min;C;U;13944570;0.981235222;0.018764778
Threonine;88;66;60min;C;L;14409510;0.985286226;0.014713774
Threonine;89;67;60min;C;L;12097440;0.972946382;0.027053618
Threonine;90;68;60min;C;L;20514750;0.987397125;0.012602876
Threonine;91;69;60min;C;L;24485150;0.981994314;0.018005686
Threonine;92;70;60min;C;L;21632010;0.989503042;0.010496959
Threonine;94;71;60min;Fe;U;14950520;0.982680652;0.017319348
Threonine;95;72;60min;Fe;U;16656680;0.990257391;0.009742609
Threonine;96;73;60min;Fe;U;17318280;0.9854462;0.0145538
Threonine;97;74;60min;Fe;U;13377070;0.980042794;0.019957206
Threonine;98;75;60min;Fe;U;20732710;0.989241389;0.010758611
Threonine;99;76;60min;Fe;L;14991060;0.985783027;0.014216973
Threonine;100;77;60min;Fe;L;14380460;0.983524766;0.016475234
Threonine;101;78;60min;Fe;L;14856430;0.987396968;0.012603032
Threonine;102;79;60min;Fe;L;21741720;0.989556585;0.010443415
Threonine;103;80;60min;Fe;L;24143580;0.982914858;0.017085142
Threonine;105;81;60min;P;U;40380090;0.976507301;0.023492699
Threonine;106;82;60min;P;U;47010700;0.982474172;0.017525828
Threonine;107;83;60min;P;U;47729770;0.991725372;0.008274628
Threonine;108;84;60min;P;U;37145060;0.988759152;0.011240848
Threonine;109;85;60min;P;U;26911330;0.986189812;0.013810188
Threonine;110;86;60min;P;L;62666420;0.98858195;0.01141805
Threonine;111;87;60min;P;L;67288220;0.990989274;0.009010726
Threonine;112;88;60min;P;L;44015700;0.976034528;0.023965472
Threonine;113;89;60min;P;L;58956320;0.979317787;0.020682213
Threonine;114;90;60min;P;L;44408550;0.983319493;0.016680507
Threonine;116;91;120min;C;U;25498710;0.992081065;0.007918935
Threonine;117;92;120min;C;U;25379590;0.988354855;0.011645145
Threonine;118;93;120min;C;U;22278470;0.989433636;0.010566364
Threonine;119;94;120min;C;U;22270220;0.99190442;0.00809558
Threonine;120;95;120min;C;U;31226370;0.981864833;0.018135167
Threonine;121;96;120min;C;L;18465490;0.986862669;0.013137331
Threonine;122;97;120min;C;L;21018900;0.988622355;0.011377645
Threonine;123;98;120min;C;L;19449220;0.990100682;0.009899318
Threonine;124;99;120min;C;L;19200680;0.991694384;0.008305616
Threonine;125;100;120min;C;L;11583390;0.978784935;0.021215065
Threonine;127;101;120min;Fe;U;13285450;0.982994975;0.017005025
Threonine;128;102;120min;Fe;U;11612260;0.977325949;0.022674051
Threonine;129;103;120min;Fe;U;13429120;0.978990533;0.021009467
Threonine;130;104;120min;Fe;U;13963380;0.983339562;0.016660438
Threonine;131;105;120min;Fe;U;13722430;0.981934965;0.018065035
Threonine;132;106;120min;Fe;L;18058460;0.98960959;0.01039041
Threonine;133;107;120min;Fe;L;16074930;0.981166028;0.018833972
Threonine;134;108;120min;Fe;L;13409400;0.98025711;0.01974289
Threonine;135;109;120min;Fe;L;12022970;0.97493093;0.02506907
Threonine;137;110;120min;Fe;L;11341520;0.966696549;0.033303451
Threonine;138;111;120min;P;U;37588100;0.990449835;0.009550165
Threonine;139;112;120min;P;U;53103590;0.975233217;0.024766783
Threonine;140;113;120min;P;U;34615160;0.985812629;0.014187371
Threonine;141;114;120min;P;U;66067560;0.994001135;0.005998865
Threonine;142;115;120min;P;U;53357290;0.98263636;0.01736364
Threonine;143;116;120min;P;L;58753060;0.97348173;0.02651827
Threonine;144;117;120min;P;L;59614580;0.984992902;0.015007098
Threonine;145;118;120min;P;L;16183320;0.985940763;0.014059237
Threonine;147;119;120min;P;L;48194700;0.985005139;0.014994861
Threonine;148;120;120min;P;L;46904690;0.981149243;0.018850757
Tryptophan;18;1;15min;C;U;19585440;0.991459815;0.008540185
Tryptophan;19;2;15min;C;U;3607202;0.941344161;0.058655839
Tryptophan;20;3;15min;C;U;6168380;0.94512212;0.05487788
Tryptophan;21;4;15min;C;U;3336459;0.941229093;0.058770907
Tryptophan;22;5;15min;C;U;2744128;0.941486895;0.058513105
Tryptophan;23;6;15min;C;L;16243970;0.989261997;0.010738003
Tryptophan;24;7;15min;C;L;5698470;0.947910904;0.052089096
Tryptophan;25;8;15min;C;L;2968798;0.953917376;0.046082624
Tryptophan;26;9;15min;C;L;6949984;0.94974014;0.05025986
Tryptophan;27;10;15min;C;L;8941149;0.964242756;0.035757244
Tryptophan;29;11;15min;Fe;U;3134142;0.943034224;0.056965776
Tryptophan;30;12;15min;Fe;U;1682746;0.985102693;0.014897307
Tryptophan;31;13;15min;Fe;U;3033056;0.947213513;0.052786488
Tryptophan;32;14;15min;Fe;U;2639609;0.934894543;0.065105457
Tryptophan;33;15;15min;Fe;U;1756623;0.980982688;0.019017312
Tryptophan;34;17;15min;Fe;L;3092197;0.955011214;0.044988787
Tryptophan;35;18;15min;Fe;L;2296094;0.945983496;0.054016504
Tryptophan;36;19;15min;Fe;L;2293426;0.962585443;0.037414557
Tryptophan;37;20;15min;Fe;L;3721476;0.937378187;0.062621814
Tryptophan;39;21;15min;P;U;20198050;0.990611781;0.009388219
Tryptophan;40;22;15min;P;U;21293720;0.991671716;0.008328284
Tryptophan;41;23;15min;P;U;26131720;0.992547646;0.007452354
Tryptophan;42;24;15min;P;U;14973540;0.98907193;0.01092807
Tryptophan;43;25;15min;P;U;13584200;0.9817623;0.0182377
Tryptophan;44;26;15min;P;L;18337200;0.990511476;0.009488524
Tryptophan;45;27;15min;P;L;20389460;0.991997283;0.008002717
Tryptophan;46;28;15min;P;L;10739500;0.971145335;0.028854666
Tryptophan;47;29;15min;P;L;13218590;0.979962827;0.020037174
Tryptophan;48;30;15min;P;L;19103630;0.991009824;0.008990176
Tryptophan;50;31;30min;C;U;8518753;0.970503131;0.029496869
Tryptophan;51;32;30min;C;U;5939281;0.949308923;0.050691077
Tryptophan;52;33;30min;C;U;7131300;0.950023534;0.049976466
Tryptophan;53;34;30min;C;U;3810406;0.939800117;0.060199884
Tryptophan;54;35;30min;C;U;6211190;0.948823097;0.051176903
Tryptophan;55;36;30min;C;L;10060710;0.974371622;0.025628378
Tryptophan;56;37;30min;C;L;7896207;0.958747603;0.041252397
Tryptophan;57;38;30min;C;L;2177904;0.952043088;0.047956912
Tryptophan;58;39;30min;C;L;2866555;0.955968978;0.044031022
Tryptophan;59;40;30min;C;L;4027132;0.934806914;0.065193087
Tryptophan;61;41;30min;Fe;U;1864563;0.98867729;0.01132271
Tryptophan;62;42;30min;Fe;U;3938478;0.947784292;0.052215708
Tryptophan;63;43;30min;Fe;U;4856489;0.947385444;0.052614556
Tryptophan;64;44;30min;Fe;U;3534013;0.954309183;0.045690817
Tryptophan;65;45;30min;Fe;U;791659;0.976896552;0.023103448
Tryptophan;66;46;30min;Fe;L;3719962;0.941666256;0.058333744
Tryptophan;67;47;30min;Fe;L;1314216;0.979093139;0.020906861
Tryptophan;68;48;30min;Fe;L;1373134;0.959283827;0.040716173
Tryptophan;69;49;30min;Fe;L;4507699;0.946373483;0.053626517
Tryptophan;70;50;30min;Fe;L;6754322;0.944984551;0.055015449
Tryptophan;72;51;30min;P;U;27962980;0.993429831;0.006570169
Tryptophan;73;52;30min;P;U;16916720;0.990656614;0.009343386
Tryptophan;74;53;30min;P;U;14931210;0.983388086;0.016611914
Tryptophan;75;54;30min;P;U;17834900;0.989137657;0.010862344
Tryptophan;76;55;30min;P;U;17082310;0.990640546;0.009359454
Tryptophan;77;56;30min;P;L;13968680;0.98915321;0.010846791
Tryptophan;78;57;30min;P;L;21378590;0.991786371;0.008213629
Tryptophan;79;58;30min;P;L;12102400;0.972222104;0.027777896
Tryptophan;80;59;30min;P;L;11831930;0.977764825;0.022235175
Tryptophan;81;60;30min;P;L;15118310;0.989085696;0.010914304
Tryptophan;83;61;60min;C;U;4061908;0.948251053;0.051748947
Tryptophan;84;62;60min;C;U;6871721;0.940757254;0.059242746
Tryptophan;85;63;60min;C;U;2566955;0.96203827;0.03796173
Tryptophan;86;64;60min;C;U;3018238;0.943911591;0.05608841
Tryptophan;87;65;60min;C;U;3364624;0.943137202;0.056862798
Tryptophan;88;66;60min;C;L;3536512;0.953687899;0.046312101
Tryptophan;89;67;60min;C;L;4668673;0.947965573;0.052034427
Tryptophan;90;68;60min;C;L;9558537;0.971369319;0.028630681
Tryptophan;91;69;60min;C;L;12774780;0.982166405;0.017833595
Tryptophan;92;70;60min;C;L;2576625;0.961137003;0.038862997
Tryptophan;94;71;60min;Fe;U;2565562;0.944024681;0.055975319
Tryptophan;95;72;60min;Fe;U;2307387;0.950517968;0.049482033
Tryptophan;96;73;60min;Fe;U;2234425;0.956061072;0.043938928
Tryptophan;97;74;60min;Fe;U;2259169;0.937670944;0.062329056
Tryptophan;98;75;60min;Fe;U;6375204;0.940872027;0.059127973
Tryptophan;99;76;60min;Fe;L;3602932;0.947042524;0.052957476
Tryptophan;100;77;60min;Fe;L;4538529;0.940040555;0.059959445
Tryptophan;101;78;60min;Fe;L;6689629;0.950144003;0.049855997
Tryptophan;102;79;60min;Fe;L;3163601;0.938699369;0.061300631
Tryptophan;103;80;60min;Fe;L;2752248;0.933123092;0.066876908
Tryptophan;105;81;60min;P;U;13129620;0.98138933;0.01861067
Tryptophan;106;82;60min;P;U;19200170;0.992408596;0.007591404
Tryptophan;107;83;60min;P;U;10847580;0.97773914;0.022260861
Tryptophan;108;84;60min;P;U;11167290;0.973742531;0.026257469
Tryptophan;109;85;60min;P;U;16296130;0.989569526;0.010430474
Tryptophan;110;86;60min;P;L;13885510;0.989053212;0.010946788
