Compound;Sample order;Sample;Time;Treatment;Labeling;Relative_abundance;Unlabeled ;Labeled
Aspartic acid;85;63;60min;C;U;20220490;0.987371084;0.012628917
Aspartic acid;86;64;60min;C;U;28311370;0.979596474;0.020403526
Aspartic acid;87;65;60min;C;U;25522050;0.985363122;0.014636878
Aspartic acid;88;66;60min;C;L;17997230;0.976499637;0.023500363
Aspartic acid;89;67;60min;C;L;15569650;0.97766567;0.02233433
Aspartic acid;90;68;60min;C;L;15687570;0.970532856;0.029467144
Aspartic acid;91;69;60min;C;L;17928290;0.964756544;0.035243456
Aspartic acid;92;70;60min;C;L;25624180;0.981577368;0.018422632
Aspartic acid;94;71;60min;Fe;U;20535450;0.99233586;0.00766414
Aspartic acid;95;72;60min;Fe;U;23518280;0.986613293;0.013386708
Aspartic acid;96;73;60min;Fe;U;28016590;0.983646285;0.016353715
Aspartic acid;97;74;60min;Fe;U;22782600;0.988173555;0.011826445
Aspartic acid;98;75;60min;Fe;U;29783340;0.983663445;0.016336555
Aspartic acid;99;76;60min;Fe;L;14611710;0.984657971;0.015342029
Aspartic acid;100;77;60min;Fe;L;14764310;0.979974632;0.020025368
Aspartic acid;101;78;60min;Fe;L;17227190;0.98289325;0.01710675
Aspartic acid;102;79;60min;Fe;L;16021850;0.98317026;0.01682974
Aspartic acid;103;80;60min;Fe;L;22128500;0.977883738;0.022116262
Aspartic acid;105;81;60min;P;U;32252500;0.969240002;0.030759999
Aspartic acid;106;82;60min;P;U;38286900;0.98123813;0.018761871
Aspartic acid;107;83;60min;P;U;26993490;0.981268406;0.018731594
Aspartic acid;108;84;60min;P;U;28872160;0.983956995;0.016043005
Aspartic acid;109;85;60min;P;U;29346010;0.977565354;0.022434647
Aspartic acid;110;86;60min;P;L;16175360;0.983820054;0.016179946
Aspartic acid;111;87;60min;P;L;27203160;0.984201554;0.015798446
Aspartic acid;112;88;60min;P;L;22796370;0.984167223;0.015832778
Aspartic acid;113;89;60min;P;L;28694310;0.977369202;0.022630798
Aspartic acid;114;90;60min;P;L;17888960;0.98021656;0.01978344
Aspartic acid;116;91;120min;C;U;26912150;0.987033387;0.012966613
Aspartic acid;117;92;120min;C;U;27263560;0.988679782;0.011320218
Aspartic acid;118;93;120min;C;U;17055660;0.985295198;0.014704802
Aspartic acid;119;94;120min;C;U;24835330;0.988100917;0.011899083
Aspartic acid;120;95;120min;C;U;6256655;0.949002237;0.050997763
Aspartic acid;121;96;120min;C;L;18319620;0.971980131;0.028019869
Aspartic acid;122;97;120min;C;L;22485780;0.974534971;0.02546503
Aspartic acid;123;98;120min;C;L;18708900;0.971934883;0.028065117
Aspartic acid;124;99;120min;C;L;14886060;0.97189989;0.02810011
Aspartic acid;125;100;120min;C;L;27289130;0.981075836;0.018924164
Aspartic acid;127;101;120min;Fe;U;21736660;0.990638169;0.009361832
Aspartic acid;128;102;120min;Fe;U;15571330;0.983169014;0.016830986
Aspartic acid;129;103;120min;Fe;U;22030360;0.991136001;0.008863999
Aspartic acid;130;104;120min;Fe;U;33905970;0.985387683;0.014612317
Aspartic acid;131;105;120min;Fe;U;22399180;0.988525372;0.011474628
Aspartic acid;132;106;120min;Fe;L;20307470;0.978782958;0.021217043
Aspartic acid;133;107;120min;Fe;L;11597660;0.969668838;0.030331162
Aspartic acid;134;108;120min;Fe;L;7754944;0.946806286;0.053193714
Aspartic acid;135;109;120min;Fe;L;6711562;0.956498948;0.043501052
Aspartic acid;137;110;120min;Fe;L;9042938;0.962091501;0.037908499
Aspartic acid;138;111;120min;P;U;29441740;0.979927783;0.020072217
Aspartic acid;139;112;120min;P;U;45975230;0.97366033;0.02633967
Aspartic acid;140;113;120min;P;U;23405750;0.987074604;0.012925396
Aspartic acid;141;114;120min;P;U;37530460;0.987788303;0.012211697
Aspartic acid;142;115;120min;P;U;30103280;0.977828617;0.022171383
Aspartic acid;143;116;120min;P;L;26358830;0.980885425;0.019114575
Aspartic acid;144;117;120min;P;L;27555260;0.978019375;0.021980625
Aspartic acid;145;118;120min;P;L;4837814;0.93896248;0.06103752
Aspartic acid;147;119;120min;P;L;23223560;0.982412025;0.017587976
Aspartic acid;148;120;120min;P;L;17965010;0.989585991;0.010414009
Citrulline;18;1;15min;C;U;978139;0.973431114;0.026568887
Citrulline;19;2;15min;C;U;1819562;0.966432931;0.033567069
Citrulline;20;3;15min;C;U;1470309;0.980593151;0.019406849
Citrulline;21;4;15min;C;U;866163;0.982352417;0.017647583
Citrulline;22;5;15min;C;U;2839288;0.931838188;0.068161813
Citrulline;23;6;15min;C;L;1282423;0.947970792;0.052029208
Citrulline;24;7;15min;C;L;1546531;0.982060067;0.017939933
Citrulline;25;8;15min;C;L;2368206;0.959071306;0.040928694
Citrulline;26;9;15min;C;L;1628404;0.968813774;0.031186226
Citrulline;27;10;15min;C;L;1481074;0.971981531;0.028018469
Citrulline;29;11;15min;Fe;U;205978;0.91158239;0.08841761
Citrulline;30;12;15min;Fe;U;131671;0.947813862;0.052186138
Citrulline;31;13;15min;Fe;U;587719;0.977516951;0.022483049
Citrulline;32;14;15min;Fe;U;709454;1;0
Citrulline;33;15;15min;Fe;U;738550;0.999816397;0.000183603
Citrulline;34;17;15min;Fe;L;648913;0.958460912;0.041539088
Citrulline;35;18;15min;Fe;L;1024535;1;0
Citrulline;36;19;15min;Fe;L;473360;0.990485364;0.009514636
Citrulline;37;20;15min;Fe;L;425938;0.94650988;0.05349012
Citrulline;39;21;15min;P;U;4880624;0.967406877;0.032593123
Citrulline;40;22;15min;P;U;5145574;0.959680061;0.040319939
Citrulline;41;23;15min;P;U;2349431;0.963894483;0.036105517
Citrulline;42;24;15min;P;U;2416546;0.964387196;0.035612804
Citrulline;43;25;15min;P;U;4625307;0.964908268;0.035091732
Citrulline;44;26;15min;P;L;3684888;0.967249228;0.032750772
Citrulline;45;27;15min;P;L;4409112;0.963389702;0.036610299
Citrulline;46;28;15min;P;L;3350229;0.953373985;0.046626015
Citrulline;47;29;15min;P;L;3695643;0.956846052;0.043153948
Citrulline;48;30;15min;P;L;4937757;0.948137062;0.051862938
Citrulline;50;31;30min;C;U;1502741;0.989097121;0.010902879
Citrulline;51;32;30min;C;U;2816878;0.966277582;0.033722418
Citrulline;52;33;30min;C;U;1309957;0.983461766;0.016538234
Citrulline;53;34;30min;C;U;1366617;0.981125573;0.018874427
Citrulline;54;35;30min;C;U;2840467;0.952040448;0.047959553
Citrulline;55;36;30min;C;L;1900055;0.962461303;0.037538697
Citrulline;56;37;30min;C;L;2027332;0.976531001;0.023468999
Citrulline;57;38;30min;C;L;2047659;0.960725059;0.039274941
Citrulline;58;39;30min;C;L;2647391;0.945168435;0.054831565
Citrulline;59;40;30min;C;L;1843267;0.965148263;0.034851738
Citrulline;61;41;30min;Fe;U;880566;1;0
Citrulline;62;42;30min;Fe;U;1097824;0.979440006;0.020559994
Citrulline;63;43;30min;Fe;U;1266492;0.994171672;0.005828328
Citrulline;64;44;30min;Fe;U;1201804;0.989712913;0.010287088
Citrulline;65;45;30min;Fe;U;338032;0.909784556;0.090215444
Citrulline;66;46;30min;Fe;L;624596;0.949526048;0.050473952
Citrulline;67;47;30min;Fe;L;1207574;0.96979601;0.03020399
Citrulline;68;48;30min;Fe;L;1146797;0.947642793;0.052357207
Citrulline;69;49;30min;Fe;L;893837;0.964112604;0.035887396
Citrulline;70;50;30min;Fe;L;1185941;0.94642536;0.053574641
Citrulline;72;51;30min;P;U;2819670;0.945135208;0.054864792
Citrulline;73;52;30min;P;U;3076197;0.968369146;0.031630854
Citrulline;74;53;30min;P;U;3481272;0.972937237;0.027062763
Citrulline;75;54;30min;P;U;6452561;0.988876958;0.011123042
Citrulline;76;55;30min;P;U;4769670;0.966950829;0.033049171
Citrulline;77;56;30min;P;L;4207552;0.971966812;0.028033188
Citrulline;78;57;30min;P;L;3891989;0.956746387;0.043253613
Citrulline;79;58;30min;P;L;2516993;0.948359567;0.051640433
Citrulline;80;59;30min;P;L;4043032;0.949815825;0.050184175
Citrulline;81;60;30min;P;L;2518163;0.944863922;0.055136078
Citrulline;83;61;60min;C;U;1423162;0.987687664;0.012312336
Citrulline;84;62;60min;C;U;1539908;0.958672005;0.041327996
Citrulline;85;63;60min;C;U;1846734;0.931791766;0.068208234
Citrulline;86;64;60min;C;U;2496516;0.930851367;0.069148634
Citrulline;87;65;60min;C;U;1215530;0.951187062;0.048812938
Citrulline;88;66;60min;C;L;1339720;0.952956919;0.047043081
Citrulline;89;67;60min;C;L;1420717;0.938031667;0.061968333
Citrulline;90;68;60min;C;L;1637173;0.905054479;0.094945521
Citrulline;91;69;60min;C;L;1747112;0.907801376;0.092198624
Citrulline;92;70;60min;C;L;2660956;0.934742915;0.065257085
Citrulline;94;71;60min;Fe;U;1393833;0.920415983;0.079584017
Citrulline;95;72;60min;Fe;U;878168;0.957543882;0.042456118
Citrulline;96;73;60min;Fe;U;1785564;0.963324017;0.036675983
Citrulline;97;74;60min;Fe;U;533002;0.88609012;0.11390988
Citrulline;98;75;60min;Fe;U;948026;0.962682349;0.037317651
Citrulline;99;76;60min;Fe;L;799702;0.932109614;0.067890386
Citrulline;100;77;60min;Fe;L;925894;0.945751894;0.054248106
Citrulline;101;78;60min;Fe;L;801178;0.949127314;0.050872686
Citrulline;102;79;60min;Fe;L;1821437;0.956146916;0.043853084
Citrulline;103;80;60min;Fe;L;1784962;0.933154127;0.066845873
Citrulline;105;81;60min;P;U;3706497;0.966157283;0.033842717
Citrulline;106;82;60min;P;U;3746539;0.960881419;0.039118581
Citrulline;107;83;60min;P;U;2077206;0.954687819;0.045312181
Citrulline;108;84;60min;P;U;2803198;0.956352524;0.043647476
Citrulline;109;85;60min;P;U;2889591;0.957916176;0.042083824
Citrulline;110;86;60min;P;L;5107442;0.932810323;0.067189677
Citrulline;111;87;60min;P;L;5724224;0.968799474;0.031200526
Citrulline;112;88;60min;P;L;3088555;0.942506754;0.057493247
Citrulline;113;89;60min;P;L;5194790;0.962721885;0.037278115
Citrulline;114;90;60min;P;L;3098233;0.918885821;0.081114179
Citrulline;116;91;120min;C;U;2568358;0.920360772;0.079639228
Citrulline;117;92;120min;C;U;1203371;0.900954764;0.099045236
Citrulline;118;93;120min;C;U;1102878;0.947771696;0.052228304
Citrulline;119;94;120min;C;U;1891964;0.941639852;0.058360148
Citrulline;120;95;120min;C;U;1525666;0.965933425;0.034066575
Citrulline;121;96;120min;C;L;1823761;0.943135125;0.056864875
Citrulline;122;97;120min;C;L;1456565;0.926835772;0.073164228
Citrulline;123;98;120min;C;L;1248550;0.922385318;0.077614682
Citrulline;124;99;120min;C;L;2812060;0.910799432;0.089200568
Citrulline;125;100;120min;C;L;1547621;0.959316218;0.040683782
Citrulline;127;101;120min;Fe;U;347445;0.958121493;0.041878507
Citrulline;128;102;120min;Fe;U;235243;0.961172581;0.038827419
Citrulline;129;103;120min;Fe;U;351704;0.994502005;0.005497995
Citrulline;130;104;120min;Fe;U;611341;0.960228207;0.039771793
Citrulline;131;105;120min;Fe;U;307103;0.858061543;0.141938457
Citrulline;132;106;120min;Fe;L;1353414;0.902514386;0.097485614
Citrulline;133;107;120min;Fe;L;659137;0.940251407;0.059748593
Citrulline;134;108;120min;Fe;L;849276;0.917869661;0.082130339
Citrulline;135;109;120min;Fe;L;525886;0.860807093;0.139192908
Citrulline;137;110;120min;Fe;L;507219;0.952711278;0.047288722
Citrulline;138;111;120min;P;U;2586018;0.944242155;0.055757845
Citrulline;139;112;120min;P;U;5032533;0.951578603;0.048421397
Citrulline;140;113;120min;P;U;2673043;0.959533467;0.040466533
Citrulline;141;114;120min;P;U;4643586;0.943599386;0.056400614
Citrulline;142;115;120min;P;U;3015886;0.963937122;0.036062878
Citrulline;143;116;120min;P;L;4908268;0.932892113;0.067107887
Citrulline;144;117;120min;P;L;4597411;0.961414998;0.038585002
Citrulline;145;118;120min;P;L;1140073;0.944763402;0.055236598
Citrulline;147;119;120min;P;L;3603333;0.918318217;0.081681783
Citrulline;148;120;120min;P;L;3189593;0.934685802;0.065314198
GABA;18;1;15min;C;U;47021070;0.975161218;0.024838782
GABA;19;2;15min;C;U;66562040;0.971058342;0.028941659
GABA;20;3;15min;C;U;48818020;0.96613823;0.03386177
GABA;21;4;15min;C;U;35168150;0.962551521;0.03744848
GABA;22;5;15min;C;U;123649800;0.979134314;0.020865686
GABA;23;6;15min;C;L;59684400;0.96232913;0.03767087
GABA;24;7;15min;C;L;55179090;0.966031175;0.033968825
GABA;25;8;15min;C;L;62142720;0.9574634;0.0425366
GABA;26;9;15min;C;L;33553130;0.952102177;0.047897823
GABA;27;10;15min;C;L;88702110;0.967858706;0.032141294
GABA;29;11;15min;Fe;U;19236240;0.979587005;0.020412995
GABA;30;12;15min;Fe;U;6695866;0.942844857;0.057155144
GABA;31;13;15min;Fe;U;31212990;0.966333465;0.033666535
GABA;32;14;15min;Fe;U;32064480;0.968467099;0.031532901
GABA;33;15;15min;Fe;U;35811620;0.957865634;0.042134367
GABA;34;17;15min;Fe;L;42167970;0.954181543;0.045818457
GABA;35;18;15min;Fe;L;42646010;0.958547312;0.041452688
GABA;36;19;15min;Fe;L;29436280;0.96019112;0.03980888
GABA;37;20;15min;Fe;L;44823750;0.962036278;0.037963723
GABA;39;21;15min;P;U;34690460;0.959199055;0.040800945
GABA;40;22;15min;P;U;28971920;0.96815013;0.03184987
GABA;41;23;15min;P;U;26684020;0.977399009;0.022600991
GABA;42;24;15min;P;U;26803450;0.973570408;0.026429592
GABA;43;25;15min;P;U;32220430;0.967281872;0.032718128
GABA;44;26;15min;P;L;48351060;0.956244063;0.043755937
GABA;45;27;15min;P;L;58034310;0.943951624;0.056048376
GABA;46;28;15min;P;L;49863700;0.958169634;0.041830366
GABA;47;29;15min;P;L;48705070;0.948623795;0.051376205
GABA;48;30;15min;P;L;46053150;0.956160647;0.043839354
GABA;50;31;30min;C;U;34473800;0.960291552;0.039708448
GABA;51;32;30min;C;U;57115530;0.975661479;0.024338521
GABA;52;33;30min;C;U;32801860;0.962986382;0.037013618
GABA;53;34;30min;C;U;46733780;0.973206864;0.026793136
GABA;54;35;30min;C;U;77105820;0.973423462;0.026576538
GABA;55;36;30min;C;L;35148860;0.936020739;0.063979261
GABA;56;37;30min;C;L;37569040;0.932442639;0.067557361
GABA;57;38;30min;C;L;43512370;0.940845628;0.059154372
GABA;58;39;30min;C;L;53071650;0.937343928;0.062656072
GABA;59;40;30min;C;L;60706120;0.952379751;0.04762025
GABA;61;41;30min;Fe;U;34225710;0.960322751;0.039677249
GABA;62;42;30min;Fe;U;32910640;0.964661792;0.035338208
GABA;63;43;30min;Fe;U;37141400;0.956407478;0.043592522
GABA;64;44;30min;Fe;U;35186630;0.959628478;0.040371522
GABA;65;45;30min;Fe;U;9152614;0.95491619;0.04508381
GABA;66;46;30min;Fe;L;37725520;0.921429342;0.078570658
GABA;67;47;30min;Fe;L;42629430;0.937289154;0.062710846
GABA;68;48;30min;Fe;L;30721120;0.937344637;0.062655363
GABA;69;49;30min;Fe;L;36274380;0.921185228;0.078814772
GABA;70;50;30min;Fe;L;37850680;0.934070606;0.065929394
GABA;72;51;30min;P;U;29290950;0.972464916;0.027535084
GABA;73;52;30min;P;U;29194950;0.967842603;0.032157397
GABA;74;53;30min;P;U;30940510;0.968452012;0.031547988
GABA;75;54;30min;P;U;32754840;0.965399541;0.034600459
GABA;76;55;30min;P;U;33655980;0.960466661;0.039533339
GABA;77;56;30min;P;L;42432360;0.941892109;0.058107891
GABA;78;57;30min;P;L;76578800;0.922678499;0.077321501
GABA;79;58;30min;P;L;46769310;0.931073193;0.068926807
GABA;80;59;30min;P;L;61318060;0.933034181;0.066965819
GABA;81;60;30min;P;L;63459840;0.923372654;0.076627346
GABA;83;61;60min;C;U;28178150;0.969502213;0.030497787
GABA;84;62;60min;C;U;78381050;0.96627186;0.03372814
GABA;85;63;60min;C;U;31212560;0.968643178;0.031356822
GABA;86;64;60min;C;U;69054870;0.972208972;0.027791028
GABA;87;65;60min;C;U;31417800;0.966620668;0.033379332
GABA;88;66;60min;C;L;32419310;0.944624871;0.055375129
GABA;89;67;60min;C;L;49362690;0.942568585;0.057431415
GABA;90;68;60min;C;L;47119940;0.954529459;0.045470541
GABA;91;69;60min;C;L;33234400;0.937026249;0.062973751
GABA;92;70;60min;C;L;56822000;0.928722116;0.071277884
GABA;94;71;60min;Fe;U;62622420;0.968717809;0.031282191
GABA;95;72;60min;Fe;U;54233480;0.968262744;0.031737256
GABA;96;73;60min;Fe;U;45430080;0.961710463;0.038289537
GABA;97;74;60min;Fe;U;29565610;0.968045133;0.031954867
GABA;98;75;60min;Fe;U;45369280;0.970245652;0.029754348
GABA;99;76;60min;Fe;L;41515040;0.934188525;0.065811475
GABA;100;77;60min;Fe;L;47013320;0.93711202;0.062887981
GABA;101;78;60min;Fe;L;47392240;0.93886618;0.06113382
GABA;102;79;60min;Fe;L;68572280;0.938579218;0.061420782
GABA;103;80;60min;Fe;L;48220750;0.935861493;0.064138507
GABA;105;81;60min;P;U;28899060;0.967800445;0.032199555
GABA;106;82;60min;P;U;31223630;0.967918515;0.032081485
GABA;107;83;60min;P;U;25677790;0.979536209;0.020463791
GABA;108;84;60min;P;U;23684040;0.975906796;0.024093204
GABA;109;85;60min;P;U;25549160;0.971881815;0.028118185
GABA;110;86;60min;P;L;85488500;0.91654105;0.08345895
GABA;111;87;60min;P;L;74786460;0.934081625;0.065918375
GABA;112;88;60min;P;L;68753160;0.912564534;0.087435466
GABA;113;89;60min;P;L;82771510;0.935416048;0.064583952
GABA;114;90;60min;P;L;93211810;0.916819108;0.083180893
GABA;116;91;120min;C;U;74177940;0.964733115;0.035266885
GABA;117;92;120min;C;U;35884130;0.955379646;0.044620354
GABA;118;93;120min;C;U;32322890;0.964370951;0.035629049
GABA;119;94;120min;C;U;50435610;0.967702813;0.032297187
GABA;120;95;120min;C;U;117596100;0.966252279;0.033747722
GABA;121;96;120min;C;L;43139810;0.953960401;0.046039599
GABA;122;97;120min;C;L;63225130;0.943583069;0.056416931
GABA;123;98;120min;C;L;45009040;0.951952464;0.048047536
GABA;124;99;120min;C;L;61422400;0.95259737;0.04740263
GABA;125;100;120min;C;L;52001150;0.961791547;0.038208454
GABA;127;101;120min;Fe;U;21207400;0.976792833;0.023207167
GABA;128;102;120min;Fe;U;19342670;0.976183954;0.023816047
GABA;129;103;120min;Fe;U;23207970;0.97344831;0.02655169
GABA;130;104;120min;Fe;U;27504810;0.974680461;0.025319539
GABA;131;105;120min;Fe;U;14857290;0.974929489;0.025070511
GABA;132;106;120min;Fe;L;46985620;0.952172061;0.047827939
GABA;133;107;120min;Fe;L;44053660;0.937779815;0.062220185
GABA;134;108;120min;Fe;L;44388560;0.940116135;0.059883865
GABA;135;109;120min;Fe;L;27075420;0.938695988;0.061304012
GABA;137;110;120min;Fe;L;45133860;0.953660658;0.046339342
GABA;138;111;120min;P;U;18860460;0.973096801;0.026903199
GABA;139;112;120min;P;U;28768930;0.968552762;0.031447238
GABA;140;113;120min;P;U;26422060;0.972964001;0.027035999
GABA;141;114;120min;P;U;26877810;0.973087851;0.026912149
GABA;142;115;120min;P;U;24954960;0.974665916;0.025334084
GABA;143;116;120min;P;L;94825580;0.939692272;0.060307728
GABA;144;117;120min;P;L;105201600;0.933362549;0.066637451
GABA;145;118;120min;P;L;23077890;0.925142282;0.074857718
GABA;147;119;120min;P;L;88894890;0.917311332;0.082688668
GABA;148;120;120min;P;L;87403630;0.914229203;0.085770797
Glutamic acid;18;1;15min;C;U;39639280;0.982670945;0.017329056
Glutamic acid;19;2;15min;C;U;39643080;0.98465535;0.01534465
Glutamic acid;20;3;15min;C;U;49169900;0.976767514;0.023232486
Glutamic acid;21;4;15min;C;U;41002930;0.973345533;0.026654467
Glutamic acid;22;5;15min;C;U;43425000;0.982065217;0.017934783
Glutamic acid;23;6;15min;C;L;45409780;0.944269387;0.055730613
Glutamic acid;24;7;15min;C;L;41025620;0.959401982;0.040598018
Glutamic acid;25;8;15min;C;L;41496680;0.955502949;0.044497051
Glutamic acid;26;9;15min;C;L;36508720;0.940436365;0.059563635
Glutamic acid;27;10;15min;C;L;46157390;0.973125516;0.026874484
Glutamic acid;29;11;15min;Fe;U;19819260;0.985448758;0.014551242
Glutamic acid;30;12;15min;Fe;U;6255296;0.963834412;0.036165589
Glutamic acid;31;13;15min;Fe;U;36530130;0.971206783;0.028793217
Glutamic acid;32;14;15min;Fe;U;39280720;0.977645407;0.022354593
Glutamic acid;33;15;15min;Fe;U;44802380;0.978903372;0.021096628
Glutamic acid;34;17;15min;Fe;L;33039140;0.9467696;0.0532304
Glutamic acid;35;18;15min;Fe;L;37189200;0.957261441;0.04273856
Glutamic acid;36;19;15min;Fe;L;25365090;0.958945706;0.041054294
Glutamic acid;37;20;15min;Fe;L;45454850;0.955946008;0.044053992
Glutamic acid;39;21;15min;P;U;53545840;0.973444121;0.026555879
Glutamic acid;40;22;15min;P;U;41111550;0.967926337;0.032073663
Glutamic acid;41;23;15min;P;U;39458280;0.982923128;0.017076873
Glutamic acid;42;24;15min;P;U;41704630;0.97784005;0.02215995
Glutamic acid;43;25;15min;P;U;47497890;0.975853363;0.024146637
Glutamic acid;44;26;15min;P;L;52021870;0.945256393;0.054743607
Glutamic acid;45;27;15min;P;L;59006960;0.945289602;0.054710398
Glutamic acid;46;28;15min;P;L;42548810;0.950705244;0.049294756
Glutamic acid;47;29;15min;P;L;43988210;0.942715128;0.057284873
Glutamic acid;48;30;15min;P;L;47765320;0.956567651;0.043432349
Glutamic acid;50;31;30min;C;U;43923980;0.973163337;0.026836664
Glutamic acid;51;32;30min;C;U;55487060;0.977577384;0.022422616
Glutamic acid;52;33;30min;C;U;48657770;0.974706155;0.025293845
Glutamic acid;53;34;30min;C;U;50995150;0.986028817;0.013971183
Glutamic acid;54;35;30min;C;U;53470350;0.981083704;0.018916296
Glutamic acid;55;36;30min;C;L;32923340;0.917211836;0.082788164
Glutamic acid;56;37;30min;C;L;44904320;0.9233143;0.0766857
Glutamic acid;57;38;30min;C;L;42226220;0.933139253;0.066860747
Glutamic acid;58;39;30min;C;L;43894800;0.93484652;0.06515348
Glutamic acid;59;40;30min;C;L;31838910;0.947795956;0.052204044
Glutamic acid;61;41;30min;Fe;U;37638040;0.983529759;0.016470241
Glutamic acid;62;42;30min;Fe;U;42904920;0.983234366;0.016765634
Glutamic acid;63;43;30min;Fe;U;43098300;0.982288537;0.017711463
Glutamic acid;64;44;30min;Fe;U;45035520;0.973740959;0.026259042
Glutamic acid;65;45;30min;Fe;U;10738430;0.97286428;0.02713572
Glutamic acid;66;46;30min;Fe;L;25486030;0.942074428;0.057925572
Glutamic acid;67;47;30min;Fe;L;38648780;0.932321661;0.067678339
Glutamic acid;68;48;30min;Fe;L;28116150;0.9373704;0.0626296
Glutamic acid;69;49;30min;Fe;L;42062150;0.946529968;0.053470032
Glutamic acid;70;50;30min;Fe;L;30362100;0.940722819;0.059277182
Glutamic acid;72;51;30min;P;U;48276910;0.972098688;0.027901312
Glutamic acid;73;52;30min;P;U;40994160;0.971119846;0.028880154
Glutamic acid;74;53;30min;P;U;44367630;0.975786639;0.024213361
Glutamic acid;75;54;30min;P;U;57588340;0.972101049;0.027898951
Glutamic acid;76;55;30min;P;U;51455350;0.974829242;0.025170758
Glutamic acid;77;56;30min;P;L;43826680;0.948666751;0.05133325
Glutamic acid;78;57;30min;P;L;53778120;0.938946045;0.061053955
Glutamic acid;79;58;30min;P;L;31639990;0.934617035;0.065382965
Glutamic acid;80;59;30min;P;L;48331960;0.955676305;0.044323695
Glutamic acid;81;60;30min;P;L;40001270;0.934413352;0.065586649
Glutamic acid;83;61;60min;C;U;32067630;0.96837837;0.03162163
Glutamic acid;84;62;60min;C;U;40069380;0.985784967;0.014215033
Glutamic acid;85;63;60min;C;U;32081400;0.970429675;0.029570325
Glutamic acid;86;64;60min;C;U;47686360;0.975283154;0.024716846
Glutamic acid;87;65;60min;C;U;40106910;0.97460225;0.02539775
Glutamic acid;88;66;60min;C;L;39472330;0.939999905;0.060000095
Glutamic acid;89;67;60min;C;L;35343120;0.916383034;0.083616966
Glutamic acid;90;68;60min;C;L;42731220;0.932664991;0.067335009
Glutamic acid;91;69;60min;C;L;41762460;0.925118293;0.074881707
Glutamic acid;92;70;60min;C;L;45563720;0.926150892;0.073849108
Glutamic acid;94;71;60min;Fe;U;43303750;0.981734328;0.018265672
Glutamic acid;95;72;60min;Fe;U;50931110;0.976174855;0.023825146
Glutamic acid;96;73;60min;Fe;U;48285380;0.970014642;0.029985358
Glutamic acid;97;74;60min;Fe;U;30749150;0.971163524;0.028836476
Glutamic acid;98;75;60min;Fe;U;41743800;0.972836055;0.027163946
Glutamic acid;99;76;60min;Fe;L;30202590;0.936507199;0.063492801
Glutamic acid;100;77;60min;Fe;L;37886460;0.955758225;0.044241775
Glutamic acid;101;78;60min;Fe;L;31498260;0.930049015;0.069950985
Glutamic acid;102;79;60min;Fe;L;37940280;0.932988411;0.067011589
Glutamic acid;103;80;60min;Fe;L;46692000;0.939989374;0.060010626
Glutamic acid;105;81;60min;P;U;42874660;0.973385164;0.026614836
Glutamic acid;106;82;60min;P;U;57119160;0.970311979;0.029688022
Glutamic acid;107;83;60min;P;U;45903560;0.985771636;0.014228364
Glutamic acid;108;84;60min;P;U;38354800;0.971103958;0.028896042
Glutamic acid;109;85;60min;P;U;42145550;0.975661551;0.024338449
Glutamic acid;110;86;60min;P;L;52654880;0.926295127;0.073704873
Glutamic acid;111;87;60min;P;L;50808160;0.941631441;0.058368559
Glutamic acid;112;88;60min;P;L;40435760;0.924874747;0.075125253
Glutamic acid;113;89;60min;P;L;56412750;0.951315877;0.048684123
Glutamic acid;114;90;60min;P;L;38630100;0.930486478;0.069513522
Glutamic acid;116;91;120min;C;U;47976200;0.981797538;0.018202462
Glutamic acid;117;92;120min;C;U;36917030;0.983657046;0.016342954
Glutamic acid;118;93;120min;C;U;41329170;0.984145127;0.015854873
Glutamic acid;119;94;120min;C;U;47267400;0.974362856;0.025637144
Glutamic acid;120;95;120min;C;U;31646370;0.966339704;0.033660296
Glutamic acid;121;96;120min;C;L;37776460;0.92487609;0.07512391
Glutamic acid;122;97;120min;C;L;52760080;0.936861804;0.063138196
Glutamic acid;123;98;120min;C;L;39466110;0.943651524;0.056348476
Glutamic acid;124;99;120min;C;L;37459480;0.93265821;0.06734179
Glutamic acid;125;100;120min;C;L;51200880;0.960849959;0.039150041
Glutamic acid;127;101;120min;Fe;U;32860950;0.964414863;0.035585137
Glutamic acid;128;102;120min;Fe;U;26991390;0.977382962;0.022617038
Glutamic acid;129;103;120min;Fe;U;38015760;0.980411455;0.019588545
Glutamic acid;130;104;120min;Fe;U;41594960;0.98233909;0.01766091
Glutamic acid;131;105;120min;Fe;U;30320530;0.967057549;0.032942451
Glutamic acid;132;106;120min;Fe;L;44497850;0.938783059;0.061216941
Glutamic acid;133;107;120min;Fe;L;26726490;0.946055731;0.053944269
Glutamic acid;134;108;120min;Fe;L;19334000;0.923452834;0.076547166
Glutamic acid;135;109;120min;Fe;L;14684980;0.940283095;0.059716905
Glutamic acid;137;110;120min;Fe;L;21777420;0.944455296;0.055544704
Glutamic acid;138;111;120min;P;U;43617940;0.978343004;0.021656997
Glutamic acid;139;112;120min;P;U;64917440;0.9728026;0.0271974
Glutamic acid;140;113;120min;P;U;38075980;0.979334704;0.020665296
Glutamic acid;141;114;120min;P;U;60163760;0.96878352;0.03121648
Glutamic acid;142;115;120min;P;U;49658740;0.977762396;0.022237604
Glutamic acid;143;116;120min;P;L;47581620;0.947549935;0.052450065
Glutamic acid;144;117;120min;P;L;50008840;0.950649917;0.049350083
